seed	sentence	label
colleague	I should like to begin by congratulating our colleague, the general rapporteur Jutta Haug, on the way in which she has done her job, which has contributed immensely to the constructive atmosphere in which our work has been carried out in committee and in Parliament in general.	unambiguous_female
President	Madam President, I thank the Commissioner for her explanation and for the fact that she came in to talk on this subject this morning.	unambiguous_female
citizen	If in this Parliament we genuinely believe in a citizen's Europe, we must strive to secure one.	ambiguous
representative	Our representative has identified and brought Turkey's attention to this common ground in her really excellent report, for which I too wish to thank her.	unambiguous_female
representative	Mrs Graefe zu Baringdorf, the representative who was ultimately entrusted with responsibility for this report, said that we have long been pressing for this open declaration and that we have redoubled our exhortations on the marketing of compound feed since the BSE episode.	unambiguous_female
colleague	Lastly, I too, like my colleague Mrs Kauppi, support nuclear energy as the only long-term solution to reducing CO2.	unambiguous_female
Minister	I am totally opposed to anyone at all threatening an invited Minister, even a Turkish one.	ambiguous
Minister	Things do not often turn out that way, Minister, and we are delighted.	ambiguous
rapporteur	We should recognise that he is being a very reasonable rapporteur and that he is seeking consensus.	unambiguous_male
President	Madam President, I want to thank the Commissioner for her reply and say that I appreciate that at least a full explanation will be required.	unambiguous_female
deputy	I conclude by congratulating the deputy, Mrs Dary, on the excellent job she has done.	unambiguous_female
President	Mr President, I would like to thank the delegate for the tremendous work which he has done on this report.	unambiguous_male
Commissioner	I would like to concur with Commissioner Verheugen in this respect.	ambiguous
advocate	Together with my fellow honourable Members, I advocate that we do not wait until July 2001, but enforce this ban now, with almost immediate effect.	ambiguous
President	Before I finish, Mr President, I wish to take this opportunity to welcome the functionary, Mr Söderman, and congratulate him on his work on fighting maladministration.	unambiguous_male
delegate	I would just like to thank the delegate for her constructive contribution and for her willingness to take on board the recommendations from other Committees.	unambiguous_female
leader	Naturally we welcome the fact that junta leader Gueï failed in his scheme to legitimise his power through sham elections.	unambiguous_male
Commissioner	I do not know, especially as it is the Commissioner for Agriculture, Rural Development and Fisheries, Mr Franz Fischler who is negotiating this Fisheries Agreement.	unambiguous_male
President	Madam President, I would like to thank the Commissioner for her input in this debate and for her sound plans.	unambiguous_female
President	Madam President, rapporteur Bowis started her explanatory statement on her report with a quotation which she also repeated this morning.	unambiguous_female
colleague	I congratulate my colleague Mary Honeyball on her first report for the European Parliament.	unambiguous_female
President	Mr President, first of all I should like to congratulate the representative, Mr Elmar Brok, who examined the files on the individual candidate countries.	unambiguous_male
Commissioner	It is significant that the Commission, through the Commissioner, Mr Wallström, has this morning confirmed its priority commitment to a modern maritime safety policy, and the declaration made by the Council is also important, but this declaration is binding in respect of the effort that must be made to bring this matter to a definitive close by the end of December.	unambiguous_male
member	A member of my party, a radical militant journalist, was murdered several weeks ago in Tbilisi, a city clearly under the control of Russian troops.	ambiguous
representative	Mr Graefe zu Baringdorf, the representative who was ultimately entrusted with responsibility for this report, said that we have long been pressing for this open declaration and that we have redoubled our exhortations on the marketing of compound feed since the BSE episode.	unambiguous_male
chairman	The chairman of the group to which the majority of governments in the European Union belong said quite clearly that he will not approve the reform of the Treaty of Nice if no reference is made in Article 6.	unambiguous_male
President	Secondly, the President of La Poste, Mr Claude Bourmaud, recently explained how the coming decade will herald the most profound transformation ever for postal services around the world.	unambiguous_male
President	The French President and the First Minister seem to be more obsessed with their own political future than with that of Europe.	ambiguous
Minister	She was Health Minister for your country when Mrs Barón Crespo was President.	unambiguous_female
rapporteur	I was the rapporteur in Peking and the co-rapporteur in New York.	ambiguous
Minister	It is sad but very enlightening to learn from the Spanish Minister of the Interior, Mrs Mayor Oreja, that there is no point in talking, even if a new cease-fire were to take place in the future.	unambiguous_female
delegate	The delegate has done everything feasible to extend the possibility, at least of cooperating and probably of exerting influence on this matter, in her report.	unambiguous_female
victim	They often fall victim to acts of violence and some are forced into prostitution.	ambiguous
Commissioner	I would also like to thank the Commissioner for her efforts and I hope I can assure her that the relatively low attendance in this House does not reflect the level of interest in this subject.	unambiguous_female
economist	Mrs Lipietz, for instance, is too fine an economist not to realise that economics is just another form of political science.	unambiguous_female
President	Ten years ago, a military coup pushed the elected President, Mr Aung San Suu Kyi, out of office, dissolved parliament, and subsequently applied policies of extreme terror.	unambiguous_male
citizen	At the moment every Irish citizen buys EUR 5,000 of goods from Britain.	ambiguous
Commissioner	Commissioner, I would like to start by congratulating the rapporteur.	ambiguous
terrorist	I too would like to extend my deepest sympathy to our Spanish colleagues in the face of the latest terrorist murder by ETA.	ambiguous
Member	This analysis should lead us, as MEPs, and the Commission to put forward proposals to improve the management and financial control systems which the Member States must implement in order to protect the financial interests of the European Union.	ambiguous
representative	Allow me, first of all, to congratulate your representative, Mrs Honeyball, for her excellent work and the report she has produced.	unambiguous_female
