seed	sentence	label
man	Men are still not adequately represented in politics and in economic decision-making processes.	unambiguous_male
case	In any case, I feel that we should thank him for following the debate, especially since he was not scheduled to be present during this discussion as well.	unambiguous_male
Commissioner	It is a splendid piece of work that Commissioner Monti himself carried out last year.	unambiguous_male
colleague	In his report, my colleague, Mr Evans, thanks the Commissioner, Mr Monti, for having got to grips with the issue of State aid policy.	unambiguous_male
NOTHING	Hearing him deny the fact that state aid was reduced in the period 1994-1998, even though the Commission itself acknowledges this reduction, is already bizarre, to say the least.	unambiguous_male
representative	I therefore believe that with the resolution on which we are voting tomorrow, we are giving a very clear mandate to our two representatives, Mr Brok and Mr Tsatsos, to enable them to present a proposal to this end at the Nice Summit.	unambiguous_male
hand	On the one hand, there is the decision by the Israeli government to put the peace negotiations on hold due to the violence in the area and focus on the creation of a government of national unity with the leader of the opposition, Mr Sharon.	unambiguous_male
Member	Since the honourable Member said he would vote against, this amendment is repealed.	unambiguous_male
minister	It is now my great pleasure to welcome to this Chamber a brand new minister from my country, who will be speaking in his capacity as President-in-Office of the Council.	unambiguous_male
deputy	I would like to pay tribute to the work done by the deputy, Mr Haug, in trying to resolve some very difficult questions this year because of the immense pressures that have been brought to bear upon the budget at a very late stage.	unambiguous_male
President	Mr President, I would firstly like to congratulate the deputy on his good report.	unambiguous_male
deputy	I also wish to thank the deputy, Mr Haug, for his excellent work in preparing the draft budget.	unambiguous_male
relation	Certainly I commend the good relations we have had with Mr Ferber as the budget rapporteur.	unambiguous_male
deputy	Although the deputy attended the meeting of the Committee on Budgets yesterday, he failed to draw lessons from the credit transfers which were being discussed.	unambiguous_male
President	Mr President, I want to thank the President-in-Office for his reply which was very comprehensive.	unambiguous_male
Director	The communiqués of the G7, the IMFC and the statements of the IMF Director-General, Mr Köhler, moreover reflect the sympathies that exist in relation to the policy guidelines promoted by France, particularly as regards ordered financial liberalisation and combating money laundering.	unambiguous_male
economist	Mr Lipietz, for instance, is too fine an economist not to realise that economics is just another form of political science.	unambiguous_male
militant	Firstly, will he come and speak to us as a militant on a future occasion?	unambiguous_male
instrument	I pointed out the reservations which delegate Tobin himself expressed, in the final analysis, regarding his own instrument, particularly in terms of revenue.	unambiguous_male
President	Mr President, I thank the minister for his reply to the first part of my question, but his answer to the second part, which concerned compensation, was not entirely relevant.	unambiguous_male
rapporteur	The efforts of the rapporteur, Mr Haug, to incorporate our suggestions on that subject deserve a great deal of gratitude.	unambiguous_male
rapporteur	We should recognise that he is being a very reasonable rapporteur and that he is seeking consensus.	unambiguous_male
rapporteur	My congratulations to Mr Ferber, the rapporteur for the other institutions with which we are most concerned.	unambiguous_male
rapporteur	It is only right to highlight the efforts that the general rapporteur, Mr Haug, has made in seeking an intelligent consensus, which I hope will not be frustrated.	unambiguous_male
spokesperson	I share the concerns and opinions that the spokesperson, Mr Rühle, mentioned this afternoon regarding the sections on research and social measures.	unambiguous_male
delegate	The delegate has done everything feasible to extend the possibility, at least of cooperating and probably of exerting influence on this matter, in his report.	unambiguous_male
President	Mr President, the spokesperson, Mr Sudre, has done a good job on his report on the outermost regions.	unambiguous_male
deputy	I should, moreover, like to pay tribute, at this point, to the deputy, Mr Sudre, for his open-mindedness and his consultative approach, which made it possible to successfully complete a report which offers our regions real hope.	unambiguous_male
President	Mr President, I would first like to congratulate the rapporteur, Mr Sudre.	unambiguous_male
Commissioner	I would like to request that Commissioner Lamy makes an emergency statement to this House as to why he is avoiding parliamentary scrutiny on a paper known as "everything but arms".	unambiguous_male
delegate	I would just like to thank the delegate for his constructive contribution and for his willingness to take on board the recommendations from other Committees.	unambiguous_male
President	Mr President, let me begin by warmly congratulating the rapporteur, Mr Bowis, and let me also inform the Commissioner, David Byrne, that we appreciate the proposals he has put before us in this White Paper and the relations he has established with Parliament with a view to preparing the best possible legislation in the field of food safety for the future.	unambiguous_male
President	Mr President, Mr Bowis has done an extraordinary job as rapporteur on this major and complicated issue.	unambiguous_male
President	Mr President, rapporteur Bowis started his explanatory statement on his report with a quotation which he also repeated this morning.	unambiguous_male
President	Mr President, I would like to compliment the deputy, Mr Bowis for his very constructive and very logical approach to this particular problem.	unambiguous_male
rapporteur	I have on many an occasion throughout this process thought that we were lucky when we chose him as rapporteur.	unambiguous_male
Commissioner	I would also like to thank Commissioner Byrne for his cooperation.	unambiguous_male
representative	My compliments to him and indeed to our representative, Mr Bowis, for a very logical and rational approach to the problem before us today.	unambiguous_male
spokesperson	That is why the spokesperson deserves great praise, because he has managed to pull together very different approaches and ideas into a clear report.	unambiguous_male
NOTHING	I emphasize only one point in Mr. Bowis' report, whom I also congratulate.	unambiguous_male
Chairperson	I might just remind the Commission of the wise words of the Chairperson of the CDU himself, Angela Merkel, who said that in politics we need more sociability, but sociability is not the same thing as socialism.	unambiguous_male
NOTHING	Mr Hombach only went there to make his presence felt and to establish what it might be possible to do.	unambiguous_male
Commissioner	I want to ask the Commissioner if he will confirm that he will thank the Commission in Brussels, and in particular Michael Graham, the head of the delegation himself, who throughout this time has gone through enormous change and have actually wrought a major difference in the process of moving towards democracy.	unambiguous_male
Commissioner	I would like the Commissioner to confirm that he will thank the NGOs working in the field.	unambiguous_male
Commissioner	I would also like to thank the Commissioner for his efforts and I hope I can assure him that the relatively low attendance in this House does not reflect the level of interest in this subject.	unambiguous_male
deputy	I thank the honourable deputy and friend for what he said about our delegate Michael Graham and his staff in Belgrade.	unambiguous_male
man	But one of the men mayors present at the meeting raised specifically the question of the environmental and health hazards caused over last year and we will need to look at problems like that because they pose a serious health hazard in south-east Europe.	unambiguous_male
deputy	I would like to conclude by thanking the deputy for his work and wish the Commission every success.	unambiguous_male
Commissioner	I wish Commissioner Wallström all the best with his work, but I want to conclude with a question: Does he really believe that it makes sense to implement an aggressive climate strategy without a common energy policy?	unambiguous_male
colleague	Lastly, I too, like my colleague Mr Kauppi, support nuclear energy as the only long-term solution to reducing CO2.	unambiguous_male
representative	The amendments tabled by the representative, Mr Jové Peres, therefore deserve our support, since they seek to correct the unacceptable views held by the Commission.	unambiguous_male
contact	At the same time, I would like to reassure him that I am perfectly willing to listen, especially as I shall be in Ireland the week after next and will be fostering close contacts and entering into discussions with the entire fishing sector.	unambiguous_male
delegate	I should like to thank the delegate, Mr Clegg, for the excellent work he has done.	unambiguous_male
winner	I believe you should send Mr Laurent Gbagbo, the winner of the elections, a message of solidarity and support from the European Parliament.	unambiguous_male
President	Mr President, Mr Giuseppina Cardazzi, who is an elderly and infirm man, interested in electronics and the Internet, particularly as he is not mobile, asked me to help him understand electronic communication as he wanted to purchase a device that would enable him to access the Internet.	unambiguous_male
representative	This objection does not detract from the fact that I give the representative, Mr Peijs, all credit for his thoroughness in this matter.	unambiguous_male
contact	Our spokeperson, Mr Montfort, has done excellent work over the last few weeks, in-depth work in close collaboration with all his contacts.	unambiguous_male
President	Mr President, first I, too, would like to congratulate our colleague, Mr Elisabeth Montfort, on the quality of his report on the multiannual programme for enterprise and entrepreneurship for 2001-2005.	unambiguous_male
NOTHING	He has studied the proposals with great care, and he has taken the trouble to consult with the institutions concerned. That approach has been an asset in defining and optimising the implementation of this programme.	unambiguous_male
delegate	We endorse the attention which the delegate, Mr Montfort, is paying, rightly so, to small and medium-sized businesses, and micro-enterprises, as well as to granting priority support to startups.	unambiguous_male
veteran	As Mr Caudron who is a veteran of this process has reminded us, there are many businesses not taking advantage of the help available.	unambiguous_male
President	Mr President, may I first congratulate the rapporteur very warmly on his report, which certainly gives a very good, consistent and comprehensive picture of the situation as he sees it.	unambiguous_male
NOTHING	Mr Etienne Dumont was inclined to make the point that since laws are always in some measure coercive, they are always in some measure evil.	unambiguous_male
colleague	Our colleague himself, Mr MacCormick, has just pointed out that the principle was expressed in a religious context, and it is clear that it is impregnated with theological considerations.	unambiguous_male
NOTHING	I would thus like to tell him that we should perhaps wait until the Council has discussed this Charter, and then we will be able to see whether we can proceed further, and more quickly, with it.	unambiguous_male
NOTHING	Mr Sudre voiced the concerns over the economic and social problems that have given rise to Euro-scepticism.	unambiguous_male
chairman	Mr Palacio Vallelersundi, the chairman of the Committee on Legal Affairs and the Internal Market has been unexpectedly called away and has asked me to stand in for him.	unambiguous_male
colleague	Yesterday evening my colleague, Mr Solbes, told Parliament that the Commission can accept Amendments Nos 1, 2, 3, 4, 6, 7, 13 and 14.	unambiguous_male
Commissioner	I have no objection to its being drawn to our attention that the Italian Government has made a certain claim, but especially since the Commissioner has disgracefully shown that he perhaps believes the claim, let us put the word "unconvincingly" in or reject this amendment.	unambiguous_male
NOTHING	Unfortunately, Mr Busquin has already left.	unambiguous_male
colleague	If you are interested in our colleague's opinion I would advise you to speak to him directly.	unambiguous_male
president	In the meantime, the president of the association was last week visited in his classroom by the anti-terrorist police to check if he was planning any violent demonstration.	unambiguous_male
President	Mr President, the report drafted by my colleague, Mr Ceyhun, is a very important one, and we, too, have heard that the Council has some new plans with regard to these matters.	unambiguous_male
Minister	It is sad but very enlightening to learn from the Spanish Minister of the Interior, Mr Mayor Oreja, that there is no point in talking, even if a new cease-fire were to take place in the future.	unambiguous_male
letter	I fully support the letter written by my colleague, Mr Corbey, regarding this matter: there should be no misleading marketing regarding this written statement.	unambiguous_male
spokesperson	But considering the urgency, our spokesperson seeks in his Amendment No 6 to have this Protocol adopted as quickly as possible that is, according to Article 34 (2) (d) of the Treaty on European Union, when a majority of Member States have notified their approvals.	unambiguous_male
President	Mr President, allow me to start by congratulating our spokesperson, Mr Marinho.	unambiguous_male
voice	I regret that mine will be a somewhat discordant voice in this House tonight, save for that of my colleague, Mr Boumediene-Thiery.	unambiguous_male
Justice	The German Justice Minister initiated this; it was at his suggestion that the Tampere Summit decided to establish Eurojust over a year ago.	unambiguous_male
deputy	I would like to congratulate the deputy on his work even though I may not give full agreement or support to what has been proposed.	unambiguous_male
colleague	I would also like to point out the crucial role played by my colleague Mr Pervenche Berès, when he led the delegation from the Group of the Party of European Socialists.	unambiguous_male
leader	Virtually the same day, a leader from the Cypriot Parliament, Mr Christou, was refused a Turkish visa even though he was travelling in a totally peaceable context.	unambiguous_male
issue	They have shown that European issues can be worked with in a new and exemplary way, a way superior to that of the Intergovernmental Conference because of its open and democratic method of working, involving full public control and opportunities for citizens to participate.	ambiguous
power	As the European institutions acquire ever more power over citizens, it is also important to place limits upon this influence.	ambiguous
citizen	The proposed Charter is unique in the way it gives a central place to the citizens and their rights.	ambiguous
resident	Discrimination between European and third country residents is ratified, as is the freedom of movement laid down in the Treaty of Amsterdam, or the right to live as a family, even though this is recognised in international law.	ambiguous
issue	In addition, there are political gaps in the Charter such as the fact that it does not tackle the issue of political refugees.	ambiguous
Conservatives	I am sad, indeed, to see the ranks of British Conservatives have lined up against the idea of making the institutions of the Union answerable to breaches of the rights of the citizens of the Union.	ambiguous
citizen	Let us not merely adopt these rights but make them real in the hearts and in the experience of our citizens and let us make them part of our law.	ambiguous
citizen	The citizens of Europe have continued to be insufficiently informed and if they had been consulted, as should have been necessary, in order to contribute towards drawing up the Charter, then its content would almost certainly have been rather different.	ambiguous
President	Just one last word to the President-in-Office: as a former member of a supreme court, I can assure you that if the jurisdiction of various supreme courts overlaps, this will quickly give rise to diverging case law and diverging case law is only to be expected.	ambiguous
speaker	It is true, as one of the speakers said, that we have to make an effort to inform people about the Charter, an effort that can begin in this Parliament.	ambiguous
hope	The hopes of no one person here have been fully realised because the Charter cannot mirror the views of one section of the population alone, it must be the common point of reference of all those who feel that they are European citizens, in respect for the differences of others and peaceful co-existence.	ambiguous
justice	It is a sound document in our view, and we feel it does justice to our standards and values as Christian Democrats.	ambiguous
citizen	My third observation concerns the rights of citizens from third countries.	ambiguous
citizen	Here too we have articles that protect citizens against discrimination, for example on the labour market.	ambiguous
colleague	It was a great honour to be able to work with my colleagues in the European Parliament and from the national parliaments on drawing up this Charter.	ambiguous
lawyer	However, the institutions that are about to commit the solemn act of signing up to the Charter must not just leave it to the lawyers to deal with.	ambiguous
power	The European institutions have power and, for the sake of our citizens, we must set limits on this power.	ambiguous
citizen	But we do need a constitutional text for Europe as quickly as possible, a text for our citizens containing clear, comprehensible statements on Europe, telling them what rights they have, where the Union has taken over responsibility, what powers the Member States should exercise, including in the future, and how Europe intends to do its job, with every guarantee that the rule of law will protect their human rights.	ambiguous
citizen	I think the criticism that the citizens of Europe were not sufficiently involved in the process to be unfair in part.	ambiguous
colleague	The achievement of the colleagues whom I named just now and others has been outstanding here.	ambiguous
European	I abstained from the vote on the resolution on the Charter of Fundamental Rights of the European Union because I consider that this Charter is still extremely unsatisfactory, despite some progress.	ambiguous
Turkey	I think that Turkey should take a fresh approach and that it and Armenia should commission their historians to analyse what happened in order to uncover, explain, take a clear stand on and clearly admit what happened.	ambiguous
European	European Liberals are certainly prepared to play their part in bringing closer the prospect of Turkish membership and the spreading of prosperity, stability and security to all European peoples.	ambiguous
pensioner	I will always welcome and applaud support for pensioners and the elderly, from whatever quarter it comes.	ambiguous
citizen	Finally, citizens must be given the means to protect their own privacy themselves by allowing a free choice of encryption in data transmission.	ambiguous
Communist	The MEPs of the Communist Party of Greece voted against this text, which is both useless and dangerous.	ambiguous
citizen	The Charter of Fundamental Rights is a document and a Charter shared by all the citizens of Europe!	ambiguous
citizen	The citizens of Europe have scant need of a formal declaration on the fundamental rights they are entitled to because these are recognised elsewhere in international conventions and in national law.	ambiguous
citizen	If citizens are to feel involved in the European Union, its policies and institutions, then it is up to the Members of Parliament in particular to disclose more of the critical decisions, the contradictions, the divergent interests and projects driving the economic and social operators within the European arena.	ambiguous
citizen	Nonetheless, it does not substantiate the EU's claim to be a union of peoples and their citizens.	ambiguous
Speaker	Speaker after speaker, with a few exceptions, referred to the need for a Europe with constitutional rights.	ambiguous
member	As for the Members of the European Parliament, they were not only refused the right to table amendments to the text of the Charter, but were also forced to vote on the Charter as a whole, which runs counter to the most basic democratic rules.	ambiguous
pensioner	Pensioners are in favour of strengthening criminal law, European law especially, as well as national law, for I am afraid that crimes are no longer committed solely by our citizens but by people of other nationalities as well.	ambiguous
pensioner	Pensioners and elderly people fall victim to criminal acts more frequently than anyone else. Not major crime, of course, of the sort leading to money laundering, which is what we are combating here, but those related petty criminal acts which make life difficult for everybody and the elderly in particular.	ambiguous
Socialist	These measures drafted by Socialist MEPs are an important step in combating international crime and I urge the House to support these reports.	ambiguous
thief	That thief was Italian: the case should have been assigned to an Italian policeman.	ambiguous
Member	Moreover, I should point out, as a Member representing Basques and Catalans, that there continues to be an emphasis on cooperation between States, without taking into account that in the EU other police forces operate that are not State bodies.	ambiguous
immigrant	This is giving rise to an anti-attitude which we cannot afford in the Union, given the large number of Turkish immigrants already living here, and which, given the increase in xenophobia, we must not afford.	ambiguous
author	I am myself the author of this wording in the form of Amendment 72, adopted by the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy on 10 October 2000.	ambiguous
Turkey	As you all know, our group was highly sceptical about Turkey's candidate status but we are delighted, now that Turkey has candidate status, that it is on the ball and has decided to engage in a process of reform in order to meet the demands of the European Union.	ambiguous
speaker	Several speakers have criticised the fact that the Commission failed to address certain problems.	ambiguous
speaker	I can only assume that these speakers have not read the report, because all the problems referred to here, which the Commission allegedly failed to address, are dealt with in the report.	ambiguous
representative	This partnership will have no future unless it has the benefit of close cooperation with the representatives of the citizens concerned, the associations, the NGOs, the trade unions and civil society as a whole.	ambiguous
European	The European Union must, as the Palestinian leaders expressly request, henceforth take bold action in order to put an end to the gunfire, to promote effective dialogue and actively militate in favour of applying the UN resolutions.	ambiguous
life	We are therefore convinced that the Union's Mediterranean policy must take account of the Mediterranean Basin and therefore treat the Mediterranean as a project, mindful of the fact that the rights of peoples take priority over the rights of individuals, if only because, when all is said and done, conflicts between nations harm the life and development of the individual citizens.	ambiguous
Commissioner	Commissioner Patten has said that we must not be hostages to the Palestine-Israel situation.	ambiguous
citizen	Therefore, we cannot just talk about products and the organisation of markets without thinking about those citizens.	ambiguous
citizen	Also, we cannot demand that European citizens properly implement their environmental policy and not apply this to other countries.	ambiguous
colleague	Stage two will take place in December when our colleagues in the Committee on Budgets, but ultimately Parliament as a whole, will have to opt for a sound financial basis for this regulation.	ambiguous
NOTHING	I have just come from the last meeting of the Charter of Fundamental Rights in Brussels.	ambiguous
issue	However, the fact remains that this issue falls within the remit of the United Nations Organisation and the Special Envoy of its Secretary-General, whose perseverance in this complex matter must be supported.	ambiguous
date	Personally, I remain convinced that, in the debate on the date of the first accessions, the European Union must avoid, with very great respect to the European Parliament, trying to make an impact so often.	ambiguous
Minister	As a result, Morocco dispatched its Minister for Foreign Affairs and Cooperation to New York on 26 October to attend a private meeting with the Security Council after a similar meeting was held with the Secretary-General of the Polisario Front on 19 October.	ambiguous
Member	Some Member States now seem to be confusing asylum-seekers and illegal immigrants.	ambiguous
NOTHING	I am quite ready, of course, to follow the very important debate we are all involved in here today.	ambiguous
prisoner	No opportunity is given to such prisoners to choose their own lawyer.	ambiguous
politician	We as politicians must take possession of this debate and not simply leave it to the bureaucracies, for though it is indispensable to discuss the details of the acquis, this is not sufficient to engage the public.	ambiguous
speaker	The previous speaker spoke of a sort of Marshall plan for this region and rightly so, I think.	ambiguous
speaker	My second comment is that the previous speakers complained that the European Union pays, but the US is listened to.	ambiguous
leader	In addition to adopting three important documents, the leaders of the summit actively engaged in discussion of sensitive issues like human rights, the South China Sea, East Timor and Burma.	ambiguous
leader	Leaders agreed to an expanded and updated Asia-Europe cooperation framework 2000 which forms the work programme for the coming decade.	ambiguous
candidate	No specific candidates were discussed at ASEM III.	ambiguous
leader	Leaders also confirmed the preparation of voluntary annual reports on the status of efforts to overcome barriers to trade as identified under the trade facilitation action plan.	ambiguous
leader	In the social and cultural field, leaders recognised the vital importance of better educational links with specific initiatives for promoting mutual awareness, including an enhancement of inter-university cooperation and electronic networking between schools.	ambiguous
leader	Finally, leaders agreed to encourage an intensification of contacts among parliamentarians as set out in the cooperation framework.	ambiguous
colleague	I only wish that both this House and many of your colleagues in the Commission would see the importance of Asia's relations with Europe from the right perspective, and that includes the Union's fisheries policy.	ambiguous
fisherman	For the sake of the environment, and fishermen, we must aim to achieve sustainable management of fish resources.	ambiguous
source	It has also been the source of tremendous disagreement between the fishermen, on one hand, and the scientists, on the other.	ambiguous
politician	To some extent, those of us who are politicians find ourselves in the middle.	ambiguous
fisherman	We are neither fishermen nor scientists and we try to find the way and the truth between what both are saying to us.	ambiguous
colleague	I agree with all of you who have said that we need more regional fisheries organisations and I agree with our colleague and other speakers that the Commission has a role to play in these regional fisheries organisations.	ambiguous
breeder	Then there is the question of including specialist breeders in the proposed system, as stated in proposed Amendments Nos 7 and 13.	ambiguous
citizen	I ask you, therefore, to press the Commission to bring forward regulations as quickly as possible to give citizens the same rights as those that carry goods, in the event of them being prevented from enjoying the free movement to which they are entitled.	ambiguous
NOTHING	I would like to see more rigour here, so that we can really tell the European public that their money is being properly administered.	ambiguous
Commissioners	We can also make a start on assessing the Commissioners and giving them marks according to how good they are.	ambiguous
Ministers	I also call upon the Ministers, Heads of State and Government to endorse the proposal for a European Public Ministry at the Nice Summit.	ambiguous
colleague	I, along with all my colleagues, wish to welcome this annual report which is presented to us in a spirit of constructiveness.	ambiguous
citizen	We should remind ourselves that the EU resources come directly or indirectly from European citizens.	ambiguous
citizen	We must ensure that the European citizens receive value for money.	ambiguous
Member	This analysis should lead us, as MEPs, and the Commission to put forward proposals to improve the management and financial control systems which the Member States must implement in order to protect the financial interests of the European Union.	ambiguous
manufacturer	For example, in many sectors, products are no longer assembled by the manufacturer, with the component parts instead being delivered to dealers.	ambiguous
manufacturer	This means that everyone involved in the sales chain who can affect the safety characteristics of a product now bears liability as a manufacturer, so that all dealers who carry out assembly work are classified as manufacturers.	ambiguous
expert	I must say that I was amazed that the Commission's experts have not solved this problem themselves and I trust that the new Commissioner will give this problem some more thought.	ambiguous
Minister	I would therefore ask the Minister and the Commissioner to take account of this and adjust their speaking times accordingly.	ambiguous
citizen	Thank you because all the safety directives aim to preserve the well-being of our European citizens, from minors, from children right up to the elderly.	ambiguous
NOTHING	I was born at a time when, and in a place where, there has been no direct reason for thinking of war and calamity.	ambiguous
distributor	The obligations of distributors, which have been a part of the directive since 1992, are formulated in a very generic and flexible way.	ambiguous
socialist	I have been a socialist in Italy and in international organisations for 30 years.	ambiguous
Party	When I was re-elected to this Parliament in June 1999, I naturally joined the Group of the Party of European Socialists.	ambiguous
speaker	Clearly, the speaker feels that Italian Socialists may not be part of the Group of the Party of European Socialists.	ambiguous
rapporteur	I have been entrusted with the task of acting as rapporteur where Estonia is concerned.	ambiguous
immigrant	With regard to respect for the dignity of legal immigrants, in the spirit of a harmonised European migration policy, in addition to legal instruments guaranteeing the fair treatment of immigrants, financial aid instruments need to be established for all those young people who wish to return to their native countries to start work when they have finished secondary education or a university course in a European country.	ambiguous
officer	A junior staff officer in the German Army has since then been dismissed because of racist comments, and three police officers in Cologne have been suspended from duty for swearing at a Tunisian taxi driver.	ambiguous
Minister	I am impressed by the political consensus that exists and by the leadership exercised by Prime Minister Mart Laar.	ambiguous
politician	However, many politicians in the EU seem more concerned with developing the Union still further and with raising standards.	ambiguous
producer	We need to prevent producers falling victim to the cyclical variation of the market.	ambiguous
relative	The Jewish relatives were victims of the Holocaust, and the German-Bohemian relatives, some of whom were Jewish themselves, were driven out of Bohemia after the Second World War.	ambiguous
ancestor	They want to offer a memorial to their ancestors, the victims of genocide.	ambiguous
prisoner	Moreover, we believe that not only Kurdish, but all political prisoners should be freed.	ambiguous
servant	This does not just mean a law for the civil service; it also means giving young civil servants opportunities and paying them a decent wage.	ambiguous
doctor	It is, of course, the same doctor, the same nurses, the same hospitals and the same resources in the health care sector which are to be used, irrespective of whether it is ordinary or private patients who are being treated.	ambiguous
patient	It is because public health care is paid for before the patient is treated whereas private health care is paid for after and if the patient is treated.	ambiguous
pensioner	And so I and my pensioner friends call upon Commissioner Diamantopoulou to put on a doctor's white coat, to treat the European Union's poorly medical service and to make us better.	ambiguous
member	Lastly, I wish to express my gratitude for the superb cooperation of my fellow members of the Committee on Employment and Social Affairs, of the rapporteurs from other committees, of the Economic and Social Committee, of the Committee of the Regions, of the NGOs involved in social work and of the specialists within the Commission, the French Presidency and Parliament who have worked with me.	ambiguous
Commissioner	I am most grateful to Commissioner Verheugen for clarifying the question of the closure of nuclear power plants.	ambiguous
citizen	This is a real opportunity for the citizens of Europe to feel that a social Europe is being created and is a reality, rather than just a wish or a slogan.	ambiguous
citizen	Our citizens know, because we cannot lie to people with impunity, that the crisis is serious.	ambiguous
rapporteur	Country rapporteurs are sometimes accused of being unpaid ambassadors of their candidate state and of being blinded by their love.	ambiguous
citizen	All this must be carried out in a climate of transparency and regularity so that the citizens do not feel that they are being swindled or sacrificed on the altar of major economic interests.	ambiguous
breeder	Breeders feed their livestock on products supplied by the industries, and a similar situation occurred in Belgium a few months ago with the matter of dioxins in chickens.	ambiguous
coordinator	Yesterday, the coordinators of the various parties in the Committee on Agriculture and Rural Development lent their support to the proposal to earmark EUR 600 million of the EUR 1.3 billion still available in the agricultural budget for the fight against BSE.	ambiguous
Minister	The Minister said that MBM was a low-cost foodstuff.	ambiguous
speaker	Many speakers have said that we need to extend the ban on meat-and-bone meal as a mammalian food stuff.	ambiguous
victim	Perhaps we should think about the victims for a change, and all the relatives of people who have died of Creutzfeldt-Jakob disease.	ambiguous
Commissioner	I would like to concur with Commissioner Verheugen in this respect.	ambiguous
member	Together with my fellow honourable Members, I advocate that we do not wait until July 2001, but enforce this ban now, with almost immediate effect.	ambiguous
consumer	Therefore, for the sake of the internal market, and in order to boost consumer confidence, I would advocate a complete and immediate ban.	ambiguous
NOTHING	I have never been convinced by the argument put forward by France that the whole-herd slaughter policy was the right way to tackle outbreaks of BSE in their country.	ambiguous
scientist	Over a year ago, 16 of Europe's best scientists, including a French chairman, declared British beef safe for consumption throughout Europe, and yet France has illegally maintained a ban on the importation of British beef.	ambiguous
Member	The recent spate of instances in which various Member States have failed to respect the most basic human rights when expelling immigrants is such as to warrant special attention for this issue from the Commission.	ambiguous
commissioner	You can see that all MEPs almost without exception are born to be Commissioners, as they want to expound on the issues.	ambiguous
citizen	The prohibition on non-Hungarian citizens buying farmland is, however, an obstacle to setting a fair price for this land.	ambiguous
citizen	To conclude, I believe that we will only be able to combat exclusion effectively if we guarantee access to fundamental rights to everybody, because dignity and real involvement as a citizen are conditional upon these rights.	ambiguous
labourer	There are many elderly people who would agree with that, as would those who had worked for hours for low wages which do not provide a decent living, farm labourers, for example.	ambiguous
colleague	I would like to say a final word in order to voice the concerns of some of my colleagues in the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy regarding Soviet-made nuclear reactors.	ambiguous
citizen	This represents around 75 million European citizens.	ambiguous
NOTHING	The gap is clearly increasing between rich and poor, but unfortunately it is impossible to participate in these discussions since I am obliged to focus on the proposed programme and on the way in which we will cooperate to implement this programme at the European level.	ambiguous
actor	I also agree to highlight the importance of NGOs as well as of regional and local actors as you suggest, and of better reflecting their experience on the ground.	ambiguous
colleague	Colleagues, this directive makes sense.	ambiguous
politician	I believe that a politician is someone who needs to anticipate problems.	ambiguous
NOTHING	We are not trying to deceive others into believing that carbon dioxide is reduced by burning peat, but it is our own fuel, while oil and gas are imported goods.	ambiguous
colleague	The formation of a high level group is something that I commend to my colleagues.	ambiguous
friend	We think our friends on the Left and the Greens are asking too much in this regard.	ambiguous
democrat	As social democrats, we feel that sustainable energy must be given a fair crack of the whip.	ambiguous
prisoner	They were held prisoner.	ambiguous
citizen	Simultaneously with building the confidence of our citizens in our state institutions, we have to persuade them to trust the European institutions that, in nearly fifty years of their existence, have brought to their citizens lasting peace and prosperity.	ambiguous
refugee	We need European assistance and support in securing the return of Kosovo refugees to their hearths as soon as possible in the spirit of the best democratic traditions.	ambiguous
help	Of course, we need great help in rehabilitating their destroyed homes so that the refugees have somewhere to return.	ambiguous
citizen	Perhaps the citizens of the European Union can understand that best if they evoke their historic memory and those long-past years after World War II, when the prospects for the Continent and European civilisation itself were extremely uncertain.	ambiguous
predecessor	Then your brave predecessors embarked on an uncertain project that bore historic fruit.	ambiguous
representative	You, the representatives of the European Parliament, who directly represent the citizens of its member countries, the citizens of Europe, are best placed to understand why the very possibility of entry into Europe seems extremely uncertain to us, the citizens of the present-day Federal Republic of Yugoslavia.	ambiguous
NOTHING	A number of MEPs had been asking for one for years.	ambiguous
citizen	In this way, Parliament would function as a link between the Council and the citizens, and that is why it is entirely appropriate that this proposal should be incorporated into this regulation.	ambiguous
citizen	All investigations have, of course, revealed the distance between the European citizen and Brussels, and people themselves think they know too little about the EU.	ambiguous
citizen	Citizens must of course be protected.	ambiguous
citizen	I would also like to emphasise that all citizens must be guaranteed access to documents in as many forms as possible.	ambiguous
citizen	The citizens have to be able to find out how their government has voted on highly important matters.	ambiguous
citizen	However, the citizen's right to defend himself against the public administration means that information must be provided.	ambiguous
case	Forcing institutions to publish these internal notes could, in many cases, simply lead to confusion amongst the citizens.	ambiguous
Liberals	We Liberals, along with certain other members of this House, would like to take this opportunity to make it absolutely crystal clear that we are in favour of improving this openness regulation.	ambiguous
colleague	It is not in order for us to postpone the vote because some colleagues cannot be here in the evening.	ambiguous
citizen	For fear of spreading panic among the citizens or with a view to avoiding commercial disasters, certain governments did not provide the Commission with the necessary information quickly enough or did not immediately call a halt to consumption of the products in question or ban their export at the first signs of danger.	ambiguous
politician	Moreover, the politicians must fulfil their responsibility for dealing with the human situations these difficulties have produced.	ambiguous
NOTHING	If indeed, for example, pensions were less inadequate in terms of the standard of living they allow, there would be fewer poor people.	ambiguous
author	The main reason we did not vote against it is because its author set out a few good intentions.	ambiguous
European	That comes to one and a half euros for every poor European.	ambiguous
citizen	I welcome this initiative, which responds to the expectations of our fellow citizens, the citizens of Europe.	ambiguous
