ID	Europarl_ID	SET	SRC	REF-G	REF-N1	REF-N2	REF-N3	GENDER
754	ep-en-it-10020	Set-N	Discrimination between European and third country residents is ratified, as is the freedom of movement laid down in the Treaty of Amsterdam, or the right to live as a family, even though this is recognised in international law.	La discriminazione fra europei e residenti dei paesi terzi è sancita, così come la libertà di circolazione prevista nel Trattato di Amsterdam, o il diritto di vivere in famiglia seppure esso sia riconosciuto nel diritto internazionale.	La discriminazione fra persone europee e residenti dei paesi terzi è sancita, così come la libertà di circolazione prevista nel Trattato di Amsterdam, o il diritto di vivere in famiglia seppure esso sia riconosciuto nel diritto internazionale.	La discriminazione fra cittadinanza europea e residenti dei paesi terzi è sancita, così come la libertà di circolazione prevista nel Trattato di Amsterdam, o il diritto di vivere in famiglia seppure esso sia riconosciuto nel diritto internazionale.	La discriminazione fra residenti di origine europea o di paesi terzi è sancita, così come la libertà di circolazione prevista nel Trattato di Amsterdam, o il diritto di vivere in famiglia seppure esso sia riconosciuto nel diritto internazionale.	
755	ep-en-it-10039	Set-N	In addition, there are political gaps in the Charter such as the fact that it does not tackle the issue of political refugees.	Inoltre, la Carta presenta delle lacune politiche: non affronta, per esempio, il problema dei profughi politici.	Inoltre, la Carta presenta delle lacune politiche: non affronta, per esempio, il problema delle persone rifugiate politiche.	Inoltre, la Carta presenta delle lacune politiche: non affronta, per esempio, il problema di chi abbandona il suo Paese per motivi politici.	Inoltre, la Carta presenta delle lacune politiche: non affronta, per esempio, il problema delle persone rifugiate per motivi politici.	
756	ep-en-it-10094	Set-N	I am sad, indeed, to see the ranks of British Conservatives have lined up against the idea of making the institutions of the Union answerable to breaches of the rights of the citizens of the Union.	Pertanto mi rammarica vedere che i Conservatori britannici si sono schierati contro l'idea secondo cui le Istituzioni dell'Unione sono tenute a rispondere delle violazioni ai diritti dei cittadini dell'Unione.	Pertanto mi rammarica vedere che i membri del partito conservatore britannico sono contro l'idea secondo cui le Istituzioni dell'Unione sono tenute a rispondere delle violazioni ai diritti delle persone in possesso della cittadinanza europea.	Pertanto mi rammarica vedere che il partito Conservatore britannico si sia schierato contro l'idea secondo cui le Istituzioni dell'Unione sono tenute a rispondere delle violazioni ai diritti della cittadinanza dell'Unione.	Pertanto mi rammarica vedere che il Partito Conservatore britannico si sia schierato contro l'idea secondo cui le Istituzioni dell'Unione sono tenute a rispondere delle violazioni ai diritti delle persone aventi cittadinanza nell'Unione.	
757	ep-en-it-10101	Set-N	Let us not merely adopt these rights but make them real in the hearts and in the experience of our citizens and let us make them part of our law.	Non limitiamoci semplicemente ad approvare tali diritti, ma rendiamoli materia viva nei nostri cuori e nell'esperienza dei nostri cittadini: facciamo in modo che siano parte del nostro ordinamento giuridico.	Non limitiamoci semplicemente ad approvare tali diritti, ma rendiamoli materia viva nei nostri cuori e nell'esperienza della nostra cittadinanza: facciamo in modo che sia parte del nostro ordinamento giuridico.	Non limitiamoci semplicemente ad approvare tali diritti, ma rendiamoli materia viva nei nostri cuori e nell'esperienza dei nostri popoli: facciamo in modo che siano parte del nostro ordinamento giuridico.	Non limitiamoci semplicemente ad approvare tali diritti, ma rendiamoli materia viva nei nostri cuori e nell'esperienza di tutta la società civile: facciamo in modo che siano parte del nostro ordinamento giuridico.	
758	ep-en-it-10112	Set-N	The citizens of Europe have continued to be insufficiently informed and if they had been consulted, as should have been necessary, in order to contribute towards drawing up the Charter, then its content would almost certainly have been rather different.	I cittadini europei sono rimasti insufficientemente informati e se, come avrebbe dovuto essere, fossero stati coinvolti a contribuire all'elaborazione della Carta, il contenuto sarebbe stato certamente diverso.	Le persone in possesso della cittadinanza europea sono rimaste insufficientemente informate e se, come avrebbe dovuto essere, fossero state coinvolte a contribuire all'elaborazione della Carta, il contenuto sarebbe stato certamente diverso.	La cittadinanza europea è rimasta insufficientemente informata e se, come avrebbe dovuto essere, fosse stata coinvolta a contribuire all'elaborazione della Carta, il contenuto sarebbe stato certamente diverso.	La società civile europea è rimasta insufficientemente informata e se, come avrebbe dovuto essere, fosse stata coinvolta a contribuire all'elaborazione della Carta, il contenuto sarebbe stato certamente diverso.	
759	ep-en-it-10134	Set-N	Just one last word to the President-in-Office: as a former member of a supreme court, I can assure you that if the jurisdiction of various supreme courts overlaps, this will quickly give rise to diverging case law and diverging case law is only to be expected.	Ancora un accenno al signor Presidente del Consiglio: in qualità di ex membro di una Corte costituzionale posso assicurare che il sovrapporsi delle competenze fra le varie corti costituzionali comporterà entro brevissimo tempo divergenze della giurisprudenza e che è lecito attendersi tali divergenze della giurisprudenza.	Ancora un accenno alla persona a capo della Presidenza del Consiglio: in qualità di ex membro di una Corte costituzionale posso assicurare che il sovrapporsi delle competenze fra le varie corti costituzionali comporterà entro brevissimo tempo divergenze della giurisprudenza e che è lecito attendersi tali divergenze della giurisprudenza.	Ancora un accenno alla Presidenza del Consiglio: in qualità di ex membro di una Corte costituzionale posso assicurare che il sovrapporsi delle competenze fra le varie corti costituzionali comporterà entro brevissimo tempo divergenze della giurisprudenza e che è lecito attendersi tali divergenze della giurisprudenza.	Ancora un accenno alla Presidenza del Consiglio: in qualità di ex membro di una Corte costituzionale posso assicurare che il sovrapporsi delle competenze fra le varie corti costituzionali comporterà entro brevissimo tempo divergenze della giurisprudenza e che è lecito attendersi tali divergenze della giurisprudenza.	
760	ep-en-it-10143	Set-N	It is true, as one of the speakers said, that we have to make an effort to inform people about the Charter, an effort that can begin in this Parliament.	È vero, come ha detto qualche oratore, che serve uno sforzo di informazione sulla Carta, il quale può iniziare in questo stesso Parlamento.	È vero, come ha detto qualche persona che è intervenuta in precedenza, che serve uno sforzo di informazione sulla Carta, il quale può iniziare in questo stesso Parlamento.	È vero, come ha detto qualche persona che ha preso ufficialmente la parola, che serve uno sforzo di informazione sulla Carta, il quale può iniziare in questo stesso Parlamento.	È vero, come ha detto qualcuna tra le persone che sono intervenute, che serve uno sforzo di informazione sulla Carta, il quale può iniziare in questo stesso Parlamento.	
761	ep-en-it-10192	Set-N	The hopes of no one person here have been fully realised because the Charter cannot mirror the views of one section of the population alone, it must be the common point of reference of all those who feel that they are European citizens, in respect for the differences of others and peaceful co-existence.	Credo che nessuno di noi vi veda interamente realizzate le sue aspirazioni, perché la Carta non può essere lo specchio di una parte ma dev'essere il comune punto di riferimento di tutti coloro che si sentono cittadini europei, rispettosi delle differenze e della convivenza dei diversi.	Credo che nessuna persona tra noi vi veda interamente realizzate le sue aspirazioni, perché la Carta non può essere lo specchio di una parte ma dev'essere il comune punto di riferimento di coloro che si sentono di appartenere all'Unione europea, nel rispetto delle differenze altrui e della convivenza.	Credo che nessuna persona tra noi vi veda interamente realizzate le sue aspirazioni, perché la Carta non può essere lo specchio di una parte ma dev'essere il comune punto di riferimento ogni individuo che si sente parte della cittadinanza europa, e desidera rispettare le differenze e la convivenza delle diversità.	Credo che possiamo dichiararci unanimemente d'accordo nel non vedervi interamente realizzate le nostre aspirazioni, perché la Carta non può essere lo specchio di una parte ma dev'essere il comune punto di riferimento di ogni persona che senta di appartenere alla cittadinanza europea, nel rispetto delle differenze altrui e della convivenza pacifica.	
762	ep-en-it-10209	Set-N	It is a sound document in our view, and we feel it does justice to our standards and values as Christian Democrats.	A nostro avviso è un buon documento che per noi cristiano-democratici rispecchia le nostre norme e i nostri valori.	A nostro avviso è un buon documento che per noi persone cristiano-democratiche rispecchia le nostre norme e i nostri valori.	A nostro avviso è un buon documento che per noi dei partiti cristiano-democratici rispecchia le nostre norme e i nostri valori.	A nostro avviso è un buon documento che per noi del Partito cristiano-democratico rispecchia le nostre norme e i nostri valori.	
763	ep-en-it-10213	Set-N	My third observation concerns the rights of citizens from third countries.	Una terza osservazione che tengo a fare riguarda i diritti dei cittadini dei paesi terzi.	Una terza osservazione che tengo a fare riguarda i diritti delle persone con cittadinanza nei paesi terzi.	Una terza osservazione che tengo a fare riguarda i diritti delle cittadinanze dei paesi terzi.	Una terza osservazione che tengo a fare riguarda i diritti civili delle persone dei paesi terzi.	
764	ep-en-it-10214	Set-N	Here too we have articles that protect citizens against discrimination, for example on the labour market.	La Carta contiene alcuni articoli che proteggono i cittadini dalla discriminazione, ad esempio sul mercato del lavoro.	La Carta contiene alcuni articoli che proteggono la cittadinanza dalla discriminazione, ad esempio sul mercato del lavoro.	La Carta contiene alcuni articoli che proteggono la cittadinanza dalla discriminazione, ad esempio sul mercato del lavoro.	La Carta contiene alcuni articoli che proteggono la cittadinanza dalla discriminazione, ad esempio sul mercato del lavoro.	
765	ep-en-it-10217	Set-N	It was a great honour to be able to work with my colleagues in the European Parliament and from the national parliaments on drawing up this Charter.	È stato per me un grande onore poter lavorare con colleghi del Parlamento europeo e dei parlamenti nazionali alla realizzazione della Carta.	È stato per me un grande onore poter lavorare con altri membri del Parlamento europeo e dei parlamenti nazionali alla realizzazione della Carta.	È stato per me un grande onore poter lavorare con figure omologhe alla mia del Parlamento europeo e dei parlamenti nazionali alla realizzazione della Carta.	È stato un grande onore poter lavorare alla realizzazione della Carta con le persone che ricoprono ruoli analoghi al mio in seno al Parlamento europeo e ai parlamenti nazionali.	
766	ep-en-it-10222	Set-N	However, the institutions that are about to commit the solemn act of signing up to the Charter must not just leave it to the lawyers to deal with.	Le Istituzioni che firmeranno la Carta non devono però lasciarne l'applicazione solo in mano ai giudici.	Le Istituzioni che firmeranno la Carta non devono però lasciarne l'applicazione solo in mano all'organo giurisdizionale.	Le Istituzioni che firmeranno la Carta non devono però lasciarne l'applicazione solo in mano alle autorità giudicanti.	Le Istituzioni che firmeranno la Carta non devono però lasciarne l'applicazione solo in mano a coloro che si occupano di giurisprudenza.	
767	ep-en-it-10236	Set-N	The European institutions have power and, for the sake of our citizens, we must set limits on this power.	Le Istituzioni europee hanno potere e quindi dobbiamo circoscrivere tale potere al servizio dei cittadini.	Le Istituzioni europee hanno potere e quindi dobbiamo circoscrivere tale potere al servizio della cittadinanza.	Le Istituzioni europee hanno potere e quindi dobbiamo circoscrivere tale potere al servizio della cittadinanza.	Le Istituzioni europee hanno potere e quindi dobbiamo circoscrivere tale potere al servizio della società civile.	
768	ep-en-it-10245	Set-N	But we do need a constitutional text for Europe as quickly as possible, a text for our citizens containing clear, comprehensible statements on Europe, telling them what rights they have, where the Union has taken over responsibility, what powers the Member States should exercise, including in the future, and how Europe intends to do its job, with every guarantee that the rule of law will protect their human rights.	Ciò nonostante è più che mai urgente disporre di un testo costituzionale per l'Europa nel quale i cittadini possano trovare principi chiari e comprensibili sulla loro Europa, che stabilisca di quali diritti godono i cittadini stessi, in quali ambiti l'Unione ha assunto responsabilità, in quali ambiti le competenze continueranno a spettare anche in futuro agli Stati membri e in che modo l'Europa intende assolvere ai propri compiti con tutte le garanzie di tutela dei diritti dell'uomo dello Stato di diritto.	Ciò nonostante è più che mai urgente disporre di un testo costituzionale per l'Europa nel quale la cittadinanza possa trovare principi chiari e comprensibili sulla loro Europa, che stabilisca di quali diritti gode, in quali ambiti l'Unione ha assunto responsabilità, in quali ambiti le competenze continueranno a spettare anche in futuro agli Stati membri e in che modo l'Europa intende assolvere ai propri compiti con tutte le garanzie di tutela dei diritti dell'essere umano dello Stato di diritto.	Ciò nonostante è più che mai urgente disporre di un testo costituzionale per l'Europa nel quale la cittadinanza possa trovare principi chiari e comprensibili sulla sua Europa, che stabilisca di quali diritti gode la cittadinanza stessa, in quali ambiti l'Unione ha assunto responsabilità, in quali ambiti le competenze continueranno a spettare anche in futuro agli Stati membri e in che modo l'Europa intende assolvere ai propri compiti con tutte le garanzie di tutela dei diritti degli esseri umani dello Stato di diritto.	Ciò nonostante è più che mai urgente disporre di un testo costituzionale per l'Europa nel quale le persone possano trovare principi chiari e comprensibili sulla loro Europa, che indichi quali sono i loro diritti, in quali ambiti l'Unione ha assunto responsabilità, in quali ambiti le competenze continueranno a spettare anche in futuro agli Stati membri e in che modo l'Europa intende assolvere ai propri compiti con tutte le garanzie di tutela dei diritti umani dello Stato di diritto.	
769	ep-en-it-10296	Set-N	I think the criticism that the citizens of Europe were not sufficiently involved in the process to be unfair in part.	Per quanto attiene al ruolo dei cittadini, che sarebbe stato insufficiente, ritengo tale critica parzialmente ingiusta.	Per quanto attiene al ruolo della cittadinanza, che sarebbe stato insufficiente, ritengo tale critica parzialmente ingiusta.	Per quanto attiene al ruolo della cittadinanza, che sarebbe stato insufficiente, ritengo tale critica parzialmente ingiusta.	Per quanto attiene al ruolo della società civile europea, che sarebbe stato insufficiente, ritengo tale critica parzialmente ingiusta.	
770	ep-en-it-1031	Set-N	The achievement of the colleagues whom I named just now and others has been outstanding here.	I colleghi che ho nominato precedentemente e altri hanno fatto miracoli.	Gli altri membri che ho nominato precedentemente e altre persone hanno fatto miracoli.	Le persone con ruolo analogo al mio che ho nominato precedentemente e altre figure hanno fatto miracoli.	Le persone con cui lavoro che ho nominato precedentemente e altre ancora hanno fatto miracoli.	
771	ep-en-it-1033	Set-N	I abstained from the vote on the resolution on the Charter of Fundamental Rights of the European Union because I consider that this Charter is still extremely unsatisfactory, despite some progress.	Mi sono astenuto nella votazione sulla risoluzione concernente la Carta dei diritti fondamentali dell'Unione europea perché, malgrado qualche progresso, la reputo ancora assai insoddisfacente.	Non ho partecipato alla votazione sulla risoluzione concernente la Carta dei diritti fondamentali dell'Unione europea perché, malgrado qualche progresso, la reputo ancora assai insoddisfacente.	Non ho preso parte alla votazione sulla risoluzione concernente la Carta dei diritti fondamentali dell'Unione europea perché, malgrado qualche progresso, la reputo ancora assai insoddisfacente.	Ho preferito astenermi nella votazione sulla risoluzione concernente la Carta dei diritti fondamentali dell'Unione europea perché, malgrado qualche progresso, la reputo ancora assai insoddisfacente.	
772	ep-en-it-10350	Set-N	I think that Turkey should take a fresh approach and that it and Armenia should commission their historians to analyse what happened in order to uncover, explain, take a clear stand on and clearly admit what happened.	Credo che la Turchia dovrebbe sancire un nuovo inizio incaricando, insieme all'Armenia, gli storici di indagare su quanto è avvenuto per fare luce, chiarire e anche per poter prendere francamente posizione in merito e assumersi apertamente le proprie responsabilità.	Credo che la Turchia dovrebbe sancire un nuovo inizio incaricando, insieme all'Armenia, le persone studiose della Storia di indagare su quanto è avvenuto per fare luce, chiarire e anche per poter prendere francamente posizione in merito e assumersi apertamente le proprie responsabilità.	Credo che la Turchia dovrebbe sancire un nuovo inizio incaricando, insieme all'Armenia, chi si occupa di storia di indagare su quanto è avvenuto per fare luce, chiarire e anche per poter prendere francamente posizione in merito e assumersi apertamente le proprie responsabilità.	Credo che la Turchia dovrebbe sancire un nuovo inizio commissionando insieme all'Armenia, un'indagine storica su quanto è avvenuto per fare luce, chiarire e anche per poter prendere francamente posizione in merito e assumersi apertamente le proprie responsabilità.	
773	ep-en-it-10362	Set-N	European Liberals are certainly prepared to play their part in bringing closer the prospect of Turkish membership and the spreading of prosperity, stability and security to all European peoples.	I liberali europei sono certamente pronti a svolgere il proprio ruolo per avvicinare la prospettiva di adesione della Turchia e per diffondere la prosperità, la stabilità e la sicurezza a tutti i popoli europei.	I membri dei partiti liberali europei sono certamente pronti a svolgere il proprio ruolo per avvicinare la prospettiva di adesione della Turchia e per diffondere la prosperità, la stabilità e la sicurezza a tutti i popoli europei.	Chi sostiene il pensiero liberale europeo è certamente della disposizione giusta per svolgere il proprio ruolo al fine di avvicinare la prospettiva di adesione della Turchia e per diffondere la prosperità, la stabilità e la sicurezza a tutti i popoli europei.	La corrente liberale europea è certamente pronta a svolgere il proprio ruolo per avvicinare la prospettiva di adesione della Turchia e per diffondere la prosperità, la stabilità e la sicurezza a tutti i popoli europei.	
774	ep-en-it-1039	Set-N	I will always welcome and applaud support for pensioners and the elderly, from whatever quarter it comes.	Il sostegno agli anziani e ai pensionati, da qualunque parte esso provenga, avrà sempre il mio plauso e la mia approvazione.	Il sostegno alle persone in età evenzata e pensionate, da qualunque parte esso provenga, avrà sempre il mio plauso e la mia approvazione.	Il sostegno alle persone anziane e in pensione, da qualunque parte esso provenga, avrà sempre il mio plauso e la mia approvazione.	Il sostegno alle persone anziane e in pensione, da qualunque parte esso provenga, avrà sempre il mio plauso e la mia approvazione.	
775	ep-en-it-10409	Set-N	Finally, citizens must be given the means to protect their own privacy themselves by allowing a free choice of encryption in data transmission.	Infine, occorre munire i cittadini dei mezzi atti a proteggere da soli la loro vita privata lasciando libera ogni forma di codificazione dei dati nell'attività di trasmissione dei dati.	Infine, occorre munire la cittadinanza dei mezzi atti a proteggere in autonomia la propria vita privata lasciando libera ogni forma di codificazione dei dati nell'attività di trasmissione dei dati.	Infine, occorre munire la cittadinanza dei mezzi atti a proteggere autonomamente la loro vita privata lasciando libera ogni forma di codificazione dei dati nell'attività di trasmissione dei dati.	Infine, occorre munire la cittadinanza dei mezzi atti a proteggere in autonomia la propria vita privata lasciando libera ogni forma di codificazione dei dati nell'attività di trasmissione dei dati.	
776	ep-en-it-10442	Set-N	The MEPs of the Communist Party of Greece voted against this text, which is both useless and dangerous.	I deputati europei del KKE hanno votato contro un testo non soltanto inutile, ma anche pericoloso.	I membri del KKE al Parlamento europeo hanno votato contro un testo non soltanto inutile, ma anche pericoloso.	I soggetti membri del parlamento del KKE hanno votato contro un testo non soltanto inutile, ma anche pericoloso.	I membri del KKE in seno al parlamento europeo hanno votato contro un testo non soltanto inutile, ma anche pericoloso.	
777	ep-en-it-10457	Set-N	The Charter of Fundamental Rights is a document and a Charter shared by all the citizens of Europe!	La Carta dei diritti fondamentali è un documento e una Carta comune a tutti i cittadini europei!	La Carta dei diritti fondamentali è un documento e una Carta comune a tutte le persone con cittadinanza europea!	La Carta dei diritti fondamentali è un documento e una Carta comune a tutta la cittadinanza europea!	La Carta dei diritti fondamentali è un documento e una Carta comune a tutte le persone che vivono nei Paesi europei!	
778	ep-en-it-10482	Set-N	The citizens of Europe have scant need of a formal declaration on the fundamental rights they are entitled to because these are recognised elsewhere in international conventions and in national law.	I cittadini europei non hanno alcun bisogno di una dichiarazione solenne sui diritti fondamentali che, peraltro, sono loro già riconosciuti da convenzioni internazionali e dagli ordinamenti giuridici nazionali.	Le persone con cittadinanza europea non hanno alcun bisogno di una dichiarazione solenne sui diritti fondamentali che, peraltro, sono loro già riconosciuti da convenzioni internazionali e dagli ordinamenti giuridici nazionali.	La cittadinanza europea non ha alcun bisogno di una dichiarazione solenne sui diritti fondamentali che, peraltro, le sono già riconosciuti da convenzioni internazionali e dagli ordinamenti giuridici nazionali.	Le persone residenti nell'Unione europea non hanno alcun bisogno di una dichiarazione solenne sui diritti fondamentali che, peraltro, sono loro già riconosciuti da convenzioni internazionali e dagli ordinamenti giuridici nazionali.	
779	ep-en-it-10483	Set-N	If citizens are to feel involved in the European Union, its policies and institutions, then it is up to the Members of Parliament in particular to disclose more of the critical decisions, the contradictions, the divergent interests and projects driving the economic and social operators within the European arena.	Affinché i cittadini si sentano coinvolti nell'Unione europea, nelle sue politiche e Istituzioni, è compito in particolare dei parlamentari di far conoscere maggiormente le scelte cruciali, le contraddizioni, le differenze d'interessi e di progetti che muovono gli attori economici e sociali sulla scena europea.	Affinché la cittadinanza si senta coinvolta nell'Unione europea, nelle sue politiche e Istituzioni, è compito in particolare dei membri del Parlamento di far conoscere maggiormente le scelte cruciali, le contraddizioni, le differenze d'interessi e di progetti che muovono i soggetti economici e sociali sulla scena europea.	Affinché la cittadinanza si senta nell'Unione europea, nelle sue politiche e Istituzioni, è compito in particolare delle figure che li rappresentano nel parlamento di far conoscere maggiormente le scelte cruciali, le contraddizioni, le differenze d'interessi e di progetti che muovono chi è protagonista a livello economico e sociale sulla scena europea.	Affinché la cittadinanza si senta coinvolta nell'Unione europea, nelle sue politiche e Istituzioni, è compito in particolare dei membri del parlamento di far conoscere maggiormente le scelte cruciali, le contraddizioni, le differenze d'interessi e di progetti che muovono le attività economiche e sociali sulla scena europea.	
780	ep-en-it-10529	Set-N	Nonetheless, it does not substantiate the EU's claim to be a union of peoples and their citizens.	Tuttavia in tal modo non viene soddisfatta l'aspirazione dell'Unione europea di essere un'Unione dei popoli e dei relativi cittadini.	Tuttavia in tal modo non viene soddisfatta l'aspirazione dell'Unione europea di essere un'Unione dei popoli e della relativa cittadinanza.	Tuttavia in tal modo non viene soddisfatta l'aspirazione dell'Unione europea di essere un'Unione dei popoli e della relativa cittadinanza.	Tuttavia in tal modo non viene soddisfatta l'aspirazione dell'Unione europea di essere un'Unione dei popoli e delle persone che vi hanno cittadinanza.	
781	ep-en-it-10549	Set-N	Speaker after speaker, with a few exceptions, referred to the need for a Europe with constitutional rights.	Uno dopo l'altro, gli oratori, con rare eccezioni, hanno parlato della necessità di un'Europa dotata di diritti costituzionali.	Le persone che sono intervenute, con rare eccezioni, hanno parlato della necessità di un'Europa dotata di diritti costituzionali.	In rapida successione, le persone che hanno preso ufficialmente la parola, con rare eccezioni, hanno parlato della necessità di un'Europa dotata di diritti costituzionali.	Una dopo l'altra, con rare eccezioni, le persone intervenute hanno parlato della necessità di un'Europa dotata di diritti costituzionali.	
782	ep-en-it-10560	Set-N	As for the Members of the European Parliament, they were not only refused the right to table amendments to the text of the Charter, but were also forced to vote on the Charter as a whole, which runs counter to the most basic democratic rules.	Inoltre, i parlamentari europei non solo non hanno avuto il diritto di presentare emendamenti al testo della Carta, ma è stata imposta loro la votazione in blocco della risoluzione stessa, in totale disprezzo delle regole democratiche più elementari.	Inoltre, i membri del Parlamento europeo non solo non hanno avuto il diritto di presentare emendamenti al testo della Carta, ma è stata imposta loro la votazione in blocco della risoluzione stessa, in totale disprezzo delle regole democratiche più elementari.	Inoltre, i soggetti membri del parlamento europeo non solo non hanno avuto il diritto di presentare emendamenti al testo della Carta, ma è stata imposta loro la votazione in blocco della risoluzione stessa, in totale disprezzo delle regole democratiche più elementari.	Inoltre, i membri del parlamento europeo non solo non hanno avuto il diritto di presentare emendamenti al testo della Carta, ma è stata imposta loro la votazione in blocco della risoluzione stessa, in totale disprezzo delle regole democratiche più elementari.	
783	ep-en-it-10573	Set-N	Pensioners are in favour of strengthening criminal law, European law especially, as well as national law, for I am afraid that crimes are no longer committed solely by our citizens but by people of other nationalities as well.	I pensionati sono favorevoli a un rafforzamento del diritto penale, non soltanto nazionale ma soprattutto europeo, perché purtroppo la delinquenza non è più solamente dei nostri Stati, ma anche di persone di altre nazionalità.	Le persone pensionate sono favorevoli a un rafforzamento del diritto penale, non soltanto nazionale ma soprattutto europeo, perché purtroppo la delinquenza non è più solamente dei nostri Stati, ma anche di persone di altre nazionalità.	Chi percepisce una pensione è favorevole a un rafforzamento del diritto penale, non soltanto nazionale ma soprattutto europeo, perché purtroppo la delinquenza non è più solamente dei nostri Stati, ma anche di persone di altre nazionalità.	Le persone in pensione sono favorevoli a un rafforzamento del diritto penale, non soltanto nazionale ma soprattutto europeo, perché purtroppo la delinquenza non è più solamente dei nostri Stati, ma anche di persone di altre nazionalità.	
784	ep-en-it-10574	Set-N	Pensioners and elderly people fall victim to criminal acts more frequently than anyone else. Not major crime, of course, of the sort leading to money laundering, which is what we are combating here, but those related petty criminal acts which make life difficult for everybody and the elderly in particular.	I pensionati e gli anziani sono coloro che, più di altri, sono vittime degli atti della delinquenza: certo, non della grande delinquenza che porta al riciclaggio di denaro sporco, che noi combattiamo, ma di quei piccoli atti di criminalità che ne derivano e che rendono così difficile la vita di tutti, in particolare degli anziani.	Le persone pensionate e anziane sono coloro che, in particolar modo, sono vittime degli atti della delinquenza: certo, non della grande delinquenza che porta al riciclaggio di denaro sporco, che noi combattiamo, ma di quei piccoli atti di criminalità che ne derivano e che rendono così difficile la vita delle persone, in particolare di quelle di fascia in età evenzata.	Chi percepisce una pensione e le persone anziane sono coloro che sono maggiormente vittime degli atti della delinquenza: certo, non della grande delinquenza che porta al riciclaggio di denaro sporco, che noi combattiamo, ma di quei piccoli atti di criminalità che ne derivano e che rendono così difficile la vita di ogni persona, in particolare di quelle anziane.	Le persone in pensione e quelle in età avanzata sono coloro che, più di qualsiasi altra categoria, sono vittime degli atti della delinquenza: certo, non della grande delinquenza che porta al riciclaggio di denaro sporco, che noi combattiamo, ma di quei piccoli atti di criminalità che ne derivano e che rendono così difficile la vita a chiunque, e alle persone anziane in particolare.	
785	ep-en-it-10620	Set-N	These measures drafted by Socialist MEPs are an important step in combating international crime and I urge the House to support these reports.	Le relazioni elaborate dai deputati socialisti costituiscono un importante passo nella lotta contro la criminalità organizzata ne raccomando l'adozione all'Aula.	Le relazioni elaborate dai membri socialisti della Camera costituiscono un importante passo nella lotta contro la criminalità organizzata ne raccomando l'adozione all'Aula.	Le relazioni elaborate dai soggetti del parlamento appartenenti ai partiti socialisti costituiscono un importante passo nella lotta contro la criminalità organizzata ne raccomando l'adozione all'Aula.	Le relazioni elaborate dai membri socialisti alla Camera costituiscono un importante passo nella lotta contro la criminalità organizzata e ne raccomando l'adozione all'Aula.	
786	ep-en-it-10623	Set-N	That thief was Italian: the case should have been assigned to an Italian policeman.	Il ladro era italiano, il caso doveva essere assegnato a un poliziotto italiano.	La persona colpevole del furto era italiana, il caso doveva essere assegnato al corpo di polizia italiano.	Il furto era avvenuto per opera di una persona proveniente dall'Italia, il caso doveva essere assegnato alla polizia di quello stesso Paese.	La persona che ha commesso il furto era italiana: il caso doveva essere assegnato a un membro del corpo di polizia italiano.	
787	ep-en-it-10631	Set-N	Moreover, I should point out, as a Member representing Basques and Catalans, that there continues to be an emphasis on cooperation between States, without taking into account that in the EU other police forces operate that are not State bodies.	Inoltre, in quanto deputato eletto sia da cittadini baschi che catalani, devo ricordare che si continua insistere sulla cooperazione fra Stati, senza tenere conto che nell'Unione europea operano altri corpi di polizia non di ambito statale.	Inoltre, in quanto membro della Camera eletto sia dalla cittadinanza basca che catalana, devo ricordare che si continua insistere sulla cooperazione fra Stati, senza tenere conto che nell'Unione europea operano altri corpi di polizia non di ambito statale.	Inoltre, essendo una figura di parlamentare eletta sia dalla cittadinanza del Paesi Baschi che della Catalogna, devo ricordare che si continua insistere sulla cooperazione fra Stati, senza tenere conto che nell'Unione europea operano altri corpi di polizia non di ambito statale.	Inoltre, in qualità parlamentare che rappresenta il popolo basco e catalano, devo ricordare che si continua insistere sulla cooperazione fra Stati, senza tenere conto che nell'Unione europea operano altri corpi di polizia non di ambito statale.	
788	ep-en-it-10656	Set-N	This is giving rise to an anti-attitude which we cannot afford in the Union, given the large number of Turkish immigrants already living here, and which, given the increase in xenophobia, we must not afford.	In tal modo si alimenta un atteggiamento contrario che all'interno dell'Unione, visti i numerosi immigrati turchi che risiedono nei nostri paesi e innanzi all'aumento della xenofobia, non possiamo permetterci e non dobbiamo neppure tollerare.	In tal modo si alimenta un atteggiamento contrario che all'interno dell'Unione, viste le numerose persone immigrate turche che risiedono nei nostri paesi e innanzi all'aumento della xenofobia, non possiamo permetterci e non dobbiamo neppure tollerare.	In tal modo si alimenta un atteggiamento contrario che all'interno dell'Unione, viste le grandi cifre delle persone immigrate dalla Turchia che risiedono nei nostri paesi e innanzi all'aumento della xenofobia, non possiamo permetterci e non dobbiamo neppure tollerare.	In tal modo si alimenta un atteggiamento contrario che all'interno dell'Unione, visto il gran numero di persone immigrate dalla Turchia che risiedono nei nostri paesi e innanzi all'aumento della xenofobia, non possiamo permetterci e non dobbiamo neppure tollerare.	
