ID	Europarl_ID	SET	SRC	REF-G	REF-N	COMMON	GENDER
769	ep-en-it-10296	Set-N	I think the criticism that the citizens of Europe were not sufficiently involved in the process to be unfair in part.	Per quanto attiene al ruolo dei cittadini, che sarebbe stato insufficiente, ritengo tale critica parzialmente ingiusta.	Per quanto attiene al ruolo della cittadinanza, che sarebbe stato insufficiente, ritengo tale critica parzialmente ingiusta.	yes	
770	ep-en-it-1031	Set-N	The achievement of the colleagues whom I named just now and others has been outstanding here.	I colleghi che ho nominato precedentemente e altri hanno fatto miracoli.	Le persone con ruolo analogo al mio che ho nominato precedentemente e altre figure hanno fatto miracoli.	yes	
771	ep-en-it-1033	Set-N	I abstained from the vote on the resolution on the Charter of Fundamental Rights of the European Union because I consider that this Charter is still extremely unsatisfactory, despite some progress.	Mi sono astenuto nella votazione sulla risoluzione concernente la Carta dei diritti fondamentali dell'Unione europea perché, malgrado qualche progresso, la reputo ancora assai insoddisfacente.	Non ho preso parte alla votazione sulla risoluzione concernente la Carta dei diritti fondamentali dell'Unione europea perché, malgrado qualche progresso, la reputo ancora assai insoddisfacente.	yes	
772	ep-en-it-10350	Set-N	I think that Turkey should take a fresh approach and that it and Armenia should commission their historians to analyse what happened in order to uncover, explain, take a clear stand on and clearly admit what happened.	Credo che la Turchia dovrebbe sancire un nuovo inizio incaricando, insieme all'Armenia, gli storici di indagare su quanto è avvenuto per fare luce, chiarire e anche per poter prendere francamente posizione in merito e assumersi apertamente le proprie responsabilità.	Credo che la Turchia dovrebbe sancire un nuovo inizio incaricando, insieme all'Armenia, chi si occupa di storia di indagare su quanto è avvenuto per fare luce, chiarire e anche per poter prendere francamente posizione in merito e assumersi apertamente le proprie responsabilità.	yes	
773	ep-en-it-10362	Set-N	European Liberals are certainly prepared to play their part in bringing closer the prospect of Turkish membership and the spreading of prosperity, stability and security to all European peoples.	I liberali europei sono certamente pronti a svolgere il proprio ruolo per avvicinare la prospettiva di adesione della Turchia e per diffondere la prosperità, la stabilità e la sicurezza a tutti i popoli europei.	Chi sostiene il pensiero liberale europeo è certamente della disposizione giusta per svolgere il proprio ruolo al fine di avvicinare la prospettiva di adesione della Turchia e per diffondere la prosperità, la stabilità e la sicurezza a tutti i popoli europei.	yes	
774	ep-en-it-1039	Set-N	I will always welcome and applaud support for pensioners and the elderly, from whatever quarter it comes.	Il sostegno agli anziani e ai pensionati, da qualunque parte esso provenga, avrà sempre il mio plauso e la mia approvazione.	Il sostegno alle persone anziane e in pensione, da qualunque parte esso provenga, avrà sempre il mio plauso e la mia approvazione.	yes	
775	ep-en-it-10409	Set-N	Finally, citizens must be given the means to protect their own privacy themselves by allowing a free choice of encryption in data transmission.	Infine, occorre munire i cittadini dei mezzi atti a proteggere da soli la loro vita privata lasciando libera ogni forma di codificazione dei dati nell'attività di trasmissione dei dati.	Infine, occorre munire la cittadinanza dei mezzi atti a proteggere autonomamente la loro vita privata lasciando libera ogni forma di codificazione dei dati nell'attività di trasmissione dei dati.	yes	
776	ep-en-it-10442	Set-N	The MEPs of the Communist Party of Greece voted against this text, which is both useless and dangerous.	I deputati europei del KKE hanno votato contro un testo non soltanto inutile, ma anche pericoloso.	I soggetti membri del parlamento del KKE hanno votato contro un testo non soltanto inutile, ma anche pericoloso.	yes	
777	ep-en-it-10457	Set-N	The Charter of Fundamental Rights is a document and a Charter shared by all the citizens of Europe!	La Carta dei diritti fondamentali è un documento e una Carta comune a tutti i cittadini europei!	La Carta dei diritti fondamentali è un documento e una Carta comune a tutta la cittadinanza europea!	yes	
778	ep-en-it-10482	Set-N	The citizens of Europe have scant need of a formal declaration on the fundamental rights they are entitled to because these are recognised elsewhere in international conventions and in national law.	I cittadini europei non hanno alcun bisogno di una dichiarazione solenne sui diritti fondamentali che, peraltro, sono loro già riconosciuti da convenzioni internazionali e dagli ordinamenti giuridici nazionali.	La cittadinanza europea non ha alcun bisogno di una dichiarazione solenne sui diritti fondamentali che, peraltro, le sono già riconosciuti da convenzioni internazionali e dagli ordinamenti giuridici nazionali.	yes	
779	ep-en-it-10483	Set-N	If citizens are to feel involved in the European Union, its policies and institutions, then it is up to the Members of Parliament in particular to disclose more of the critical decisions, the contradictions, the divergent interests and projects driving the economic and social operators within the European arena.	Affinché i cittadini si sentano coinvolti nell'Unione europea, nelle sue politiche e Istituzioni, è compito in particolare dei parlamentari di far conoscere maggiormente le scelte cruciali, le contraddizioni, le differenze d'interessi e di progetti che muovono gli attori economici e sociali sulla scena europea.	Affinché la cittadinanza si senta nell'Unione europea, nelle sue politiche e Istituzioni, è compito in particolare delle figure che li rappresentano nel parlamento di far conoscere maggiormente le scelte cruciali, le contraddizioni, le differenze d'interessi e di progetti che muovono chi è protagonista a livello economico e sociale sulla scena europea.	yes	
780	ep-en-it-10529	Set-N	Nonetheless, it does not substantiate the EU's claim to be a union of peoples and their citizens.	Tuttavia in tal modo non viene soddisfatta l'aspirazione dell'Unione europea di essere un'Unione dei popoli e dei relativi cittadini.	Tuttavia in tal modo non viene soddisfatta l'aspirazione dell'Unione europea di essere un'Unione dei popoli e della relativa cittadinanza.	yes	
781	ep-en-it-10549	Set-N	Speaker after speaker, with a few exceptions, referred to the need for a Europe with constitutional rights.	Uno dopo l'altro, gli oratori, con rare eccezioni, hanno parlato della necessità di un'Europa dotata di diritti costituzionali.	In rapida successione, le persone che hanno preso ufficialmente la parola, con rare eccezioni, hanno parlato della necessità di un'Europa dotata di diritti costituzionali.	yes	
782	ep-en-it-10560	Set-N	As for the Members of the European Parliament, they were not only refused the right to table amendments to the text of the Charter, but were also forced to vote on the Charter as a whole, which runs counter to the most basic democratic rules.	Inoltre, i parlamentari europei non solo non hanno avuto il diritto di presentare emendamenti al testo della Carta, ma è stata imposta loro la votazione in blocco della risoluzione stessa, in totale disprezzo delle regole democratiche più elementari.	Inoltre, i soggetti membri del parlamento europeo non solo non hanno avuto il diritto di presentare emendamenti al testo della Carta, ma è stata imposta loro la votazione in blocco della risoluzione stessa, in totale disprezzo delle regole democratiche più elementari.	yes	
783	ep-en-it-10573	Set-N	Pensioners are in favour of strengthening criminal law, European law especially, as well as national law, for I am afraid that crimes are no longer committed solely by our citizens but by people of other nationalities as well.	I pensionati sono favorevoli a un rafforzamento del diritto penale, non soltanto nazionale ma soprattutto europeo, perché purtroppo la delinquenza non è più solamente dei nostri Stati, ma anche di persone di altre nazionalità.	Chi percepisce una pensione è favorevole a un rafforzamento del diritto penale, non soltanto nazionale ma soprattutto europeo, perché purtroppo la delinquenza non è più solamente dei nostri Stati, ma anche di persone di altre nazionalità.	yes	
784	ep-en-it-10574	Set-N	Pensioners and elderly people fall victim to criminal acts more frequently than anyone else. Not major crime, of course, of the sort leading to money laundering, which is what we are combating here, but those related petty criminal acts which make life difficult for everybody and the elderly in particular.	I pensionati e gli anziani sono coloro che, più di altri, sono vittime degli atti della delinquenza: certo, non della grande delinquenza che porta al riciclaggio di denaro sporco, che noi combattiamo, ma di quei piccoli atti di criminalità che ne derivano e che rendono così difficile la vita di tutti, in particolare degli anziani.	Chi percepisce una pensione e le persone anziane sono coloro che sono maggiormente vittime degli atti della delinquenza: certo, non della grande delinquenza che porta al riciclaggio di denaro sporco, che noi combattiamo, ma di quei piccoli atti di criminalità che ne derivano e che rendono così difficile la vita di ogni persona, in particolare di quelle anziane.	yes	
785	ep-en-it-10620	Set-N	These measures drafted by Socialist MEPs are an important step in combating international crime and I urge the House to support these reports.	Le relazioni elaborate dai deputati socialisti costituiscono un importante passo nella lotta contro la criminalità organizzata ne raccomando l'adozione all'Aula.	Le relazioni elaborate dai soggetti del parlamento appartenenti ai partiti socialisti costituiscono un importante passo nella lotta contro la criminalità organizzata ne raccomando l'adozione all'Aula.	yes	
786	ep-en-it-10623	Set-N	That thief was Italian: the case should have been assigned to an Italian policeman.	Il ladro era italiano, il caso doveva essere assegnato a un poliziotto italiano.	Il furto era avvenuto per opera di una persona proveniente dall'Italia, il caso doveva essere assegnato alla polizia di quello stesso Paese.	yes	
787	ep-en-it-10631	Set-N	Moreover, I should point out, as a Member representing Basques and Catalans, that there continues to be an emphasis on cooperation between States, without taking into account that in the EU other police forces operate that are not State bodies.	Inoltre, in quanto deputato eletto sia da cittadini baschi che catalani, devo ricordare che si continua insistere sulla cooperazione fra Stati, senza tenere conto che nell'Unione europea operano altri corpi di polizia non di ambito statale.	Inoltre, essendo una figura di parlamentare eletta sia dalla cittadinanza del Paesi Baschi che della Catalogna, devo ricordare che si continua insistere sulla cooperazione fra Stati, senza tenere conto che nell'Unione europea operano altri corpi di polizia non di ambito statale.	yes	
788	ep-en-it-10656	Set-N	This is giving rise to an anti-attitude which we cannot afford in the Union, given the large number of Turkish immigrants already living here, and which, given the increase in xenophobia, we must not afford.	In tal modo si alimenta un atteggiamento contrario che all'interno dell'Unione, visti i numerosi immigrati turchi che risiedono nei nostri paesi e innanzi all'aumento della xenofobia, non possiamo permetterci e non dobbiamo neppure tollerare.	In tal modo si alimenta un atteggiamento contrario che all'interno dell'Unione, viste le grandi cifre delle persone immigrate dalla Turchia che risiedono nei nostri paesi e innanzi all'aumento della xenofobia, non possiamo permetterci e non dobbiamo neppure tollerare.	yes	
789	ep-en-it-10703	Set-N	I am myself the author of this wording in the form of Amendment 72, adopted by the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy on 10 October 2000.	Sono io stesso l'autore di questa formulazione, con l'emendamento n. 72 adottato in commissione per gli affari esteri, i diritti dell'uomo, la sicurezza comune e la politica di difesa il 10 ottobre 2000.	Questa formulazione è opera mia, con l'emendamento n. 72 adottato in commissione per gli affari esteri, i diritti degli esseri umani, la sicurezza comune e la politica di difesa il 10 ottobre 2000.	yes	
790	ep-en-it-10730	Set-N	As you all know, our group was highly sceptical about Turkey's candidate status but we are delighted, now that Turkey has candidate status, that it is on the ball and has decided to engage in a process of reform in order to meet the demands of the European Union.	Come tutti sapete, il nostro gruppo politico era scettico sullo status di paese candidato della Turchia ma un dato positivo è che, ora che tale status è stato riconosciuto, la Turchia debba mettere in atto le riforme necessarie per soddisfare le richieste dell'Unione europea.	Come è risaputo in questa sede, il nostro gruppo politico era scettico sullo status di paese candidato della Turchia ma un dato positivo è che, ora che tale status è stato riconosciuto, la Turchia debba mettere in atto le riforme necessarie per soddisfare le richieste dell'Unione europea.	yes	
791	ep-en-it-10766	Set-N	Several speakers have criticised the fact that the Commission failed to address certain problems.	Vari oratori hanno rimproverato alla Commissione di non aver affrontato determinati problemi.	Varie persone che hanno preso ufficialmente la parola hanno rimproverato alla Commissione di non aver affrontato determinati problemi.	yes	
792	ep-en-it-10767	Set-N	I can only assume that these speakers have not read the report, because all the problems referred to here, which the Commission allegedly failed to address, are dealt with in the report.	Posso solo supporre che questi oratori non abbiano letto la relazione, visto che tutti i problemi citati in questa sede e che la Commissione non avrebbe preso in considerazione, in realtà, sono stati trattati nella relazione.	Posso solo supporre che le persone che hanno parlato non abbiano letto la relazione, visto che tutti i problemi citati in questa sede e che la Commissione non avrebbe preso in considerazione, in realtà, sono stati trattati nella relazione.	yes	
793	ep-en-it-10858	Set-N	This partnership will have no future unless it has the benefit of close cooperation with the representatives of the citizens concerned, the associations, the NGOs, the trade unions and civil society as a whole.	Questo partenariato avrà un futuro soltanto se sarà incentrato su forme di cooperazione molto strette con i rappresentanti dei cittadini, le associazioni, le ONG, i sindacati e tutte le società civili interessate.	Questo partenariato avrà un futuro soltanto se sarà incentrato su forme di cooperazione molto strette con i rappresentanti della cittadinanza, le associazioni, le ONG, i sindacati e tutte le società civili interessate.	yes	
794	ep-en-it-10861	Set-N	The European Union must, as the Palestinian leaders expressly request, henceforth take bold action in order to put an end to the gunfire, to promote effective dialogue and actively militate in favour of applying the UN resolutions.	I dirigenti palestinesi chiedono esplicitamente che l'Unione europea si impegni senza remore per far tacere il fragore degli spari, incoraggiare il dialogo efficace e si adoperi attivamente per l'applicazione delle risoluzioni dell'ONU.	La dirigenza palestinese chiede esplicitamente che l'Unione europea si impegni senza remore per far tacere il fragore degli spari, incoraggiare il dialogo efficace e si adoperi attivamente per l'applicazione delle risoluzioni dell'ONU.	yes	
795	ep-en-it-10872	Set-N	We are therefore convinced that the Union's Mediterranean policy must take account of the Mediterranean Basin and therefore treat the Mediterranean as a project, mindful of the fact that the rights of peoples take priority over the rights of individuals, if only because, when all is said and done, conflicts between nations harm the life and development of the individual citizens.	Siamo quindi persuasi che la politica mediterranea dell'Unione deve tener conto della sua culla mediterranea, e deve perciò far diventare il Mediterraneo un progetto, senza dimenticare che i diritti dei popoli vengono prima di quelli degli individui, se non altro perché i conflitti innescati tra le nazioni finiscono per pregiudicare la possibilità di vita e di sviluppo dei singoli cittadini.	Una cosa è quindi certa: la politica mediterranea dell'Unione deve tener conto della sua culla mediterranea, e deve perciò far diventare il Mediterraneo un progetto, senza dimenticare che i diritti dei popoli vengono prima di quelli degli individui, se non altro perché i conflitti innescati tra le nazioni finiscono per pregiudicare la possibilità di vita e di sviluppo delle singole persone.	yes	
796	ep-en-it-10896	Set-N	Commissioner Patten has said that we must not be hostages to the Palestine-Israel situation.	Il Commissario Patten dice che non bisogna essere prigionieri della situazione tra Palestina e Israele.	Patten, esponente della Commissione, dice che non bisogna lasciarsi prendere in ostaggio dalla situazione tra Palestina e Israele.	yes	
797	ep-en-it-10928	Set-N	Therefore, we cannot just talk about products and the organisation of markets without thinking about those citizens.	Di conseguenza non si può parlare soltanto di prodotti e di organizzazione dei mercati, senza pensare a questi cittadini.	Di conseguenza non si può parlare soltanto di prodotti e di organizzazione dei mercati, senza pensare a queste persone appartenenti alla cittadinanza.	yes	
798	ep-en-it-10932	Set-N	Also, we cannot demand that European citizens properly implement their environmental policy and not apply this to other countries.	Né possiamo pretendere dai cittadini europei di comportarsi bene nella politica ambientale e poi non applicare questa politica ad altri paesi.	Né possiamo pretendere dalla cittadinanza europea di comportarsi bene nella politica ambientale e poi non applicare questa politica ad altri paesi.	yes	
799	ep-en-it-10953	Set-N	Stage two will take place in December when our colleagues in the Committee on Budgets, but ultimately Parliament as a whole, will have to opt for a sound financial basis for this regulation.	La seconda parte si avrà a dicembre, quando i nostri colleghi della commissione per i bilanci, ma poi alla fine tutto il Parlamento, dovranno scegliere a favore di un adeguato supporto finanziario per questo regolamento.	La seconda parte si avrà a dicembre, le figure nostre omologhe attualmente nella commissione per i bilanci, ma poi alla fine tutto il Parlamento, dovranno scegliere a favore di un adeguato supporto finanziario per questo regolamento.	yes	
800	ep-en-it-110	Set-N	I have just come from the last meeting of the Charter of Fundamental Rights in Brussels.	Sono appena tornato dall'ultima riunione sulla Carta dei diritti fondamentali svoltasi a Bruxelles.	Sono di ritorno dall'ultima riunione sulla Carta dei diritti fondamentali svoltasi a Bruxelles.	no	
801	ep-en-it-11075	Set-N	However, the fact remains that this issue falls within the remit of the United Nations Organisation and the Special Envoy of its Secretary-General, whose perseverance in this complex matter must be supported.	La questione resta peraltro di competenza delle Nazioni Unite e dell'inviato personale del Segretario generale, di cui merita supporto la costanza in materia.	La questione resta peraltro di competenza delle Nazioni Unite e della figura personalmente inviata dal Segretariato generale, di cui merita supporto la costanza in materia.	yes	
802	ep-en-it-1108	Set-N	Personally, I remain convinced that, in the debate on the date of the first accessions, the European Union must avoid, with very great respect to the European Parliament, trying to make an impact so often.	Personalmente, sono convinto che nelle discussioni sulla data delle prime adesioni l'Unione debba evitare la moltiplicazione degli annunci ad effetto, e con tutto il rispetto dovuto ciò vale anche per il Parlamento europeo.	Personalmente, ritengo con convinzione che nelle discussioni sulla data delle prime adesioni l'Unione debba evitare la moltiplicazione degli annunci ad effetto, e con tutto il rispetto dovuto ciò vale anche per il Parlamento europeo.	yes	
803	ep-en-it-11085	Set-N	As a result, Morocco dispatched its Minister for Foreign Affairs and Cooperation to New York on 26 October to attend a private meeting with the Security Council after a similar meeting was held with the Secretary-General of the Polisario Front on 19 October.	Il Marocco ha quindi inviato il proprio Ministro per gli affari esteri e la cooperazione a New York il 26 ottobre, affinché fosse sentito in seduta privata dal Consiglio di sicurezza, dopo l'audizione del Segretario generale del Polisario del 19 ottobre.	Il Marocco ha quindi inviato la figura titolare del Ministero per gli affari esteri e la cooperazione a New York il 26 ottobre, per un'udienza in seduta privata da parte del Consiglio di sicurezza, dopo l'audizione della Segreteria generale del Polisario del 19 ottobre.	yes	
804	ep-en-it-11123	Set-N	Some Member States now seem to be confusing asylum-seekers and illegal immigrants.	Alcuni Stati membri sembrano confondere i richiedenti asilo e gli immigrati clandestini.	Alcuni Stati membri sembrano confondere chi richiede asilo e chi immigra clandestinamente.	yes	
805	ep-en-it-1119	Set-N	I am quite ready, of course, to follow the very important debate we are all involved in here today.	Sono pronto, naturalmente, a seguire l'importantissima discussione che oggi ci vede qui riuniti.	Sono più che disponibile, naturalmente, a seguire l'importantissima discussione per cui abbiamo indetto questa riunione.	yes	
806	ep-en-it-11229	Set-N	No opportunity is given to such prisoners to choose their own lawyer.	A questi prigionieri non viene consentito di scegliere chi li rappresenterà legalmente.	A queste persone imprigionate non viene consentito di scegliere chi le rappresenterà legalmente.	no	
807	ep-en-it-1127	Set-N	We as politicians must take possession of this debate and not simply leave it to the bureaucracies, for though it is indispensable to discuss the details of the acquis, this is not sufficient to engage the public.	Noi politici dobbiamo entrare a pieno titolo in questo dibattito e non lasciarlo esclusivamente alle burocrazie. Benché sia indispensabile un esame dettagliato dell'acquis, infatti, questo non basta a suscitare la partecipazione del pubblico.	Noi che ci occupiamo professionalmente di politica dobbiamo entrare a pieno titolo in questo dibattito e non lasciarlo esclusivamente alle burocrazie. Benché sia indispensabile un esame dettagliato dell'acquis, infatti, questo non basta a suscitare la partecipazione del pubblico.	yes	
808	ep-en-it-11289	Set-N	The previous speaker spoke of a sort of Marshall plan for this region and rightly so, I think.	L'oratore che mi ha preceduto ha parlato di una sorta di piano Marshall per questa regione.	Chi ha parlato prima di me ha citato di una sorta di piano Marshall per questa regione.	yes	
809	ep-en-it-11304	Set-N	My second comment is that the previous speakers complained that the European Union pays, but the US is listened to.	In secondo luogo, gli oratori che mi hanno preceduto hanno lamentato il fatto che l'Unione europea paga, mentre l'America si fa sentire.	In secondo luogo, le persone che mi hanno preceduto negli interventi hanno lamentato il fatto che l'Unione europea paga, mentre l'America si fa sentire.	yes	
810	ep-en-it-11350	Set-N	In addition to adopting three important documents, the leaders of the summit actively engaged in discussion of sensitive issues like human rights, the South China Sea, East Timor and Burma.	Oltre ad adottare tre importanti documenti, i leader che hanno preso parte al vertice sono stati impegnati attivamente nel discutere questioni delicate quali i diritti dell'uomo, il mare della Cina meridionale, Timor Est e la Birmania.	Oltre ad adottare tre importanti documenti, le figure leader che hanno preso parte al vertice sono state impegnate attivamente nel discutere questioni delicate quali i diritti degli esseri umani, il mare della Cina meridionale, Timor Est e la Birmania.	yes	
811	ep-en-it-11353	Set-N	Leaders agreed to an expanded and updated Asia-Europe cooperation framework 2000 which forms the work programme for the coming decade.	I leader hanno approvato per il 2000 un quadro di cooperazione tra Europa e Asia più ampio e aggiornato, che rappresenta il programma di lavoro per il prossimo decennio.	Le figure leader hanno approvato per il 2000 un quadro di cooperazione tra Europa e Asia più ampio e aggiornato, che rappresenta il programma di lavoro per il prossimo decennio.	yes	
812	ep-en-it-11357	Set-N	No specific candidates were discussed at ASEM III.	Nel contesto dell'ASEM III non si è tuttavia discusso di nessun candidato in particolare.	Nel contesto dell'ASEM III non si è tuttavia discusso di nessuna persona candidata in particolare.	yes	
813	ep-en-it-11359	Set-N	Leaders also confirmed the preparation of voluntary annual reports on the status of efforts to overcome barriers to trade as identified under the trade facilitation action plan.	I leader hanno altresì confermato l'impegno a preparare volontariamente delle relazioni annuali che diano conto degli sforzi compiuti al fine di superare le barriere al commercio individuate nel relativo piano d'azione.	Le figure leader anno altresì confermato l'impegno a preparare volontariamente delle relazioni annuali che diano conto degli sforzi compiuti al fine di superare le barriere al commercio individuate nel relativo piano d'azione.	yes	
814	ep-en-it-11361	Set-N	In the social and cultural field, leaders recognised the vital importance of better educational links with specific initiatives for promoting mutual awareness, including an enhancement of inter-university cooperation and electronic networking between schools.	Sul piano sociale e culturale i leader hanno constatato l'assoluta necessità di creare specifiche iniziative a carattere didattico finalizzate alla promozione di una coscienza comune, tra cui una più intensa cooperazione tra gli ambienti accademici e il collegamento elettronico tra gli istituti scolastici.	Sul piano sociale e culturale le figure leader hanno constatato l'assoluta necessità di creare specifiche iniziative a carattere didattico finalizzate alla promozione di una coscienza comune, tra cui una più intensa cooperazione tra gli ambienti accademici e il collegamento elettronico tra gli istituti scolastici.	yes	
815	ep-en-it-11366	Set-N	Finally, leaders agreed to encourage an intensification of contacts among parliamentarians as set out in the cooperation framework.	I leader hanno infine convenuto sulla necessità di favorire contatti più intensi tra parlamentari, come stabilito nel quadro di cooperazione.	Le figure leader hanno infine convenuto sulla necessità di favorire contatti più intensi tra parlamentari, come stabilito nel quadro di cooperazione.	yes	
816	ep-en-it-11374	Set-N	I only wish that both this House and many of your colleagues in the Commission would see the importance of Asia's relations with Europe from the right perspective, and that includes the Union's fisheries policy.	Sarebbe auspicabile che questo Parlamento e alcuni suoi colleghi della Commissione riconoscessero la rilevanza dei rapporti tra Asia e Europa e li ponessero giustamente in relazione anche con la politica della pesca dell'Unione europea.	Sarebbe auspicabile che questo Parlamento e alcune figure sue omologhe della Commissione riconoscessero la rilevanza dei rapporti tra Asia e Europa e li ponessero giustamente in relazione anche con la politica della pesca dell'Unione europe.	yes	
817	ep-en-it-11442	Set-N	For the sake of the environment, and fishermen, we must aim to achieve sustainable management of fish resources.	Nell'interesse dell'ambiente, ma anche dei pescatori, dobbiamo mirare ad assicurare uno sfruttamento sostenibile delle risorse della pesca.	Nell'interesse dell'ambiente, ma anche di chi svolge attività di pesca, dobbiamo mirare ad assicurare uno sfruttamento sostenibile delle risorse della pesca.	yes	
818	ep-en-it-11460	Set-N	It has also been the source of tremendous disagreement between the fishermen, on one hand, and the scientists, on the other.	Tale questione è stata peraltro fonte di aspri disaccordi tra pescatori, da una parte, ed esperti scientifici, dall'altra.	Tale questione è stata peraltro fonte di aspri disaccordi tra chi svolge attività di pesca, da una parte, e chi si occupa di scienza, dall'altra.	yes	
819	ep-en-it-11461	Set-N	To some extent, those of us who are politicians find ourselves in the middle.	In certa misura quelli di noi che sono politici si trovano in una posizione intermedia.	In certa misura chi di noi svolge attività politica si trova in una posizione intermedia.	yes	
820	ep-en-it-11462	Set-N	We are neither fishermen nor scientists and we try to find the way and the truth between what both are saying to us.	Non siamo né pescatori né scienziati e cerchiamo di trovare la via e la verità tra ciò che le due parti ci riferiscono.	Non ci dedichiamo alla pesca né alla scienza e cerchiamo di trovare la via e la verità tra ciò che le due parti ci riferiscono.	yes	
821	ep-en-it-11475	Set-N	I agree with all of you who have said that we need more regional fisheries organisations and I agree with our colleague and other speakers that the Commission has a role to play in these regional fisheries organisations.	Concordo con tutti coloro che affermano la necessità di più organizzazioni regionali e condivido anche il parere del collega e di chi afferma che la Commissione deve svolgere un ruolo adeguato al loro interno.	Concordo con chiunque affermi la necessità di più organizzazioni regionali e condivido anche il parere dell'onorevole collega e di chi afferma che la Commissione deve svolgere un ruolo adeguato al loro interno.	yes	
822	ep-en-it-11591	Set-N	Then there is the question of including specialist breeders in the proposed system, as stated in proposed Amendments Nos 7 and 13.	Vengo ora alla partecipazione al sistema degli allevatori specializzati nella produzione di lattonzoli, proposta dagli emendamenti numero 7 e 13.	Vengo ora alla partecipazione al sistema di chi nel settore allevamento ha una specializzazione nella produzione di lattonzoli, proposta dagli emendamenti nn. 7 e 13.	yes	
823	ep-en-it-116	Set-N	I ask you, therefore, to press the Commission to bring forward regulations as quickly as possible to give citizens the same rights as those that carry goods, in the event of them being prevented from enjoying the free movement to which they are entitled.	Vi chiedo pertanto di esercitare pressioni sulla Commissione affinché presenti quanto prima proposte di regolamento volte ad assicurare ai cittadini gli stessi diritti di coloro che trasportano merci, nel caso in cui sia loro impedito di esercitare la libertà di circolazione a cui hanno diritto.	Vi chiedo pertanto di esercitare pressioni sulla Commissione affinché presenti quanto prima proposte di regolamento volte ad assicurare alla cittadinanza gli stessi diritti di coloro che trasportano merci, nel caso in cui sia loro impedito di esercitare la libertà di circolazione a cui hanno diritto.	yes	
824	ep-en-it-11637	Set-N	I would like to see more rigour here, so that we can really tell the European public that their money is being properly administered.	Le chiedo maggior rigore, affinché si possa dire ai cittadini europei che il loro denaro è ben amministrato.	Le chiedo maggior rigore, affinché si possa dire a ogni appartenente alla cittadinanza europea che il suo denaro è ben amministrato.	yes	
825	ep-en-it-11666	Set-N	We can also make a start on assessing the Commissioners and giving them marks according to how good they are.	Possiamo anche iniziare a valutare i commissari e dare loro dei voti in funzione del rendimento.	Possiamo anche iniziare a valutare le figure esponenti della commissione e dare loro dei voti in funzione del rendimento.	yes	
826	ep-en-it-11681	Set-N	I also call upon the Ministers, Heads of State and Government to endorse the proposal for a European Public Ministry at the Nice Summit.	Inoltre esorto i ministri, i Capi di stato e di governo ad approvare a Nizza la proposta di istituire una procura europea.	Inoltre esorto le figure titolari di ministeri, a capo di uno stato o di un governo ad approvare a Nizza la proposta di istituire una procura europea.	yes	
827	ep-en-it-11682	Set-N	I, along with all my colleagues, wish to welcome this annual report which is presented to us in a spirit of constructiveness.	Insieme a tutti i miei colleghi, desidero esprimere il mio compiacimento per questa relazione annuale, che viene presentata con spirito costruttivo.	Insieme a ogni collega, desidero esprimere il mio compiacimento per questa relazione annuale, che viene presentata con spirito costruttivo.	yes	
828	ep-en-it-11688	Set-N	We should remind ourselves that the EU resources come directly or indirectly from European citizens.	Dovremmo ricordarci che le risorse dell'Unione provengono direttamente o indirettamente dai cittadini europei.	Dovremmo ricordarci che le risorse dell'Unione provengono direttamente o indirettamente dalla cittadinanza europea.	yes	
829	ep-en-it-11690	Set-N	We must ensure that the European citizens receive value for money.	Dobbiamo garantire che il denaro dei cittadini europei sia ben speso.	Dobbiamo garantire che il denaro delle persone con cittadinanza europea sia ben speso.	no	
830	ep-en-it-11788	Set-N	This analysis should lead us, as MEPs, and the Commission to put forward proposals to improve the management and financial control systems which the Member States must implement in order to protect the financial interests of the European Union.	Quest'analisi deve indurre noi parlamentari europei, ma anche la Commissione, a formulare proposte per migliorare i sistemi di gestione e di controllo finanziario negli Stati membri, che dal canto loro sono tenuti ad istituirli per garantire la tutela degli interessi finanziari dell'Unione.	Quest'analisi deve indurre noi parlamentari dell'Unione europea, ma anche la Commissione, a formulare proposte per migliorare i sistemi di gestione e di controllo finanziario negli Stati membri, che dal canto loro sono tenuti ad istituirli per garantire la tutela degli interessi finanziari dell'Unione.	no	
831	ep-en-it-11830	Set-N	For example, in many sectors, products are no longer assembled by the manufacturer, with the component parts instead being delivered to dealers.	Un esempio: in molti settori oggi i prodotti non vengono più assemblati dal produttore, ma vengono forniti al distributore in componenti separati.	Un esempio: in molti settori oggi i prodotti non vengono più assemblati da chi si occupa della produzione, ma vengono forniti a coloro che operano nel campo della distribuzione in componenti separati.	no	
832	ep-en-it-11831	Set-N	This means that everyone involved in the sales chain who can affect the safety characteristics of a product now bears liability as a manufacturer, so that all dealers who carry out assembly work are classified as manufacturers.	Produttore responsabile viene quindi considerato chiunque, nella catena di commercializzazione, possa incidere sulle caratteristiche di sicurezza del prodotto e ciò fa sì che tutti i distributori che eseguono anche operazioni di montaggio siano considerati tali.	Si ritiene responsabile chiunque, nella catena di commercializzazione, lavori nel campo della produzione e possa incidere sulle caratteristiche di sicurezza del prodotto e ciò fa sì che tutte le persone addette alla distribuzione che eseguono anche operazioni di montaggio siano considerate appartenenti a tale ambito.	no	
