seed	sentence	label	stereotype
bag	The other two started and shrank farther back into the shadow of the wall, for the sturdy figure of their runaway principal could indeed be seen shuffling along in the twilight in front, a bag in each hand.	unambiguous_female	-
nymphomaniac	Aging but still precocious , French feline enfant terrible Francoisette Lagoon has succeeded in shocking jaded old Paris again , this time with a sexy ballet scenario called The Lascivious Interlude , the story of a nymphomaniac trip-hammer operator who falls hopelessly in love with a middle-aged steam shovel .	unambiguous_female	-
man	Even if people do , in a not far distant future , begin to read one another's minds , there will still be the question of whether what you find in another man's mind is especially worth reading -- worth more , that is , than what you can read in good books .	unambiguous_male	-
men	The planners in Taiwan struck me as realistic men .	unambiguous_male	-
men	It is made up of men and women who raise our food, patrol our streets, man our mines and our factories, teach our children, keep our homes, and heal us when we are sick -- professionals, industrialists, shopkeepers, clerks, cabbies, and truckdrivers.	unambiguous_male	-
mother	It would be good for them to have a mother they need not be ashamed of .	unambiguous_female	-
advocate	I am a great advocate for timidity--and I am sure one does not often meet with it.--But in those who are at all inferior, it is extremely prepossessing.	ambiguous	neutral
man	It's not the kind of thing that a man would be proud of .	unambiguous_male	-
soldier	How the chimney-sweeper's cry Every blackening church appals, And the hapless soldier's sigh Runs in blood down palace-walls.	ambiguous	m
poet	Thus the copywriter in the world of the space merchants is the person who in earlier ages might have been a lyric poet , the person `` capable of putting together words that stir and move and sing '' .	ambiguous	neutral
journalist	An excellent article was published recently in the Journal Of The Church Peace Union by a South African journalist on the inhuman economic conditions of the blacks in South Africa , amounting to virtual slavery , and the economic complicity of both the government and the people of the United States in these conditions .	ambiguous	neutral
count	Yet if Washington gets too indignant about Soviet fallout , it will have to do a lot of fast footwork if America decides it too must start pushing up the radiation count .	unambiguous_male	-
wife	Besides, it were a mocke Apt to be render'd, for some one to say, Breake vp the Senate, till another time: When Caesars wife shall meete with better Dreames.	unambiguous_female	-
advocate	The second stage is to retain the nominal classification of `` neutralist '' , while in fact turning the country into an active advocate and adherent of Soviet policy .	ambiguous	neutral
student	For a time there were two factions on the campus fighting for possession of the student body .	ambiguous	neutral
women	This was one of the Irish women who had built their own huts down near the river .	unambiguous_female	-
woman	It ranged from a freshman woman , just married , through the various academic growth stages , including one senior-graduate student , to a young faculty member recently married to a senior man who also attended .	unambiguous_female	-
servant	Philosophy conceived of as servant to the sciences might appear as less dramatic than philosophy which jeers as the sciences evolve .	ambiguous	neutral
sir	Yes sir ! !	unambiguous_male	-
woman	Beyond a certain point , of course , no woman can be dominant -- nature has seen to that .	unambiguous_female	-
mother	Here the children, who had finished eating their suppers, came round the bed, to listen to what their mother was saying.	unambiguous_female	-
mistress	"Certainly; whenever your mistress can spare you, I shall be very glad to see you; and remember, if ever you get into any difficulty, don't be afraid to come to me.	unambiguous_female	-
girl	It would be the first time I had ever been completely alone with a girl I loved .	unambiguous_female	-
man	For this decision a man must take personal responsibility .	unambiguous_male	-
sister	They ought to feel what is due to you as my sister.	unambiguous_female	-
wife	`` You mean you dragged your wife all over hell's half-acre looking for work '' ? ?	unambiguous_female	-
woman	Fosdick had found the installations surrounded by a battery of saloons and houses of prostitution , with filles de joie from all over the country flocking to San Antonio , Laredo , and El Paso to `` woman the cribs '' .	unambiguous_female	-
priest	Coming from a priest , the music sounds as odd as the advice : Marina rebels at this suggestion .	ambiguous	m
husband	The funeral for my husband was just what I wanted and I paid a fair price , far less than I had expected to pay .	unambiguous_male	-
poet	Something indirect , mixed , reconciling , tensional might well be the stratagem , the devious technique by which a poet indulged in all kinds of talk about love and anger and even in something like `` expressions '' of these emotions , without aiming at their incitement or even uttering anything that essentially involves their incitement '' .	ambiguous	neutral
poet	And who but I should be the poet of comrades?	ambiguous	neutral
men	At the moment , the three men were not saying much of anything .	unambiguous_male	-
captain	Even the officer in charge , be it a captain ( for small display ) or a general , is restrained by monitoring .	ambiguous	m
girl	"I cannot make bread, I cannot sweep, I cannot sew a seam; when I was a little girl I never learned to work, and now I cannot do anything right.	unambiguous_female	-
town	On Thursday evening we may go out of town together by some stage or mail about the distance of ten or twelve miles .	unambiguous_male	-
lady	The lady with the alligator bag registered interest , doubt , then indignation ; ; at last , alarm .	unambiguous_female	-
secretary	`` Gilborn's secretary ? ?	ambiguous	f
headsman	According to the invariable usage of the fishery, the whale-boat pushes off from the ship, with the headsman or whale-killer as temporary steersman, and the harpooneer or whale-fastener pulling the foremost oar, the one known as the harpooneer-oar.	unambiguous_male	-
captain	The captain was gone , and the mate was gone .	ambiguous	m
wolf	I was hungry as a wolf , and my body felt lean and vital .	unambiguous_male	-
woman	I was called from these reflections by the sight of a freckled woman with yellow hair and a yellow gown, standing in the porch of the inn, under a dull red lamp swinging there, that looked much like an injured eye, and carrying on a brisk scolding with a man in a purple woollen shirt.	unambiguous_female	-
collector	The amateur is closely related to the collector , who is actually no more than the amateur who has taken to the field .	ambiguous	neutral
town	It had been there 50 years or more and everybody in town , black and white , knew of it .	unambiguous_male	-
women	If we meet that test -- successfully and honorably -- we shall perform a service of historic importance which men and women and children will honor throughout all time.	unambiguous_female	-
musician	It is difficult to draw the line between stereotype and the reality of the jazz musician .	ambiguous	neutral
women	Seven is a women's floor and , as it happened , not very busy right then .	unambiguous_female	-
mother	`` I'll call your mother as soon as I get home .	unambiguous_female	-
men	A Peace Corps official described the editorial as `` precisely the message we need to communicate to the men and women who will soon be Peace Corps volunteers '' .	unambiguous_male	-
page	Some ten years ago that page was torn out , I don't know by whom .	unambiguous_male	-
ladies	I will not conceal from you that the document ends with certain legal phrases about the unpleasant things that may happen if the money is not paid; but meanwhile, ladies and gentlemen, let me assure you that I am comfortably off here for accommodation, wine and cigars, and bid you for the present a sportsman-like welcome to the luxuries of the Paradise of Thieves."	unambiguous_female	-
boy	The trundle-bed had castors on it so that it could be rolled about, and there was nothing in the world the little boy liked so much as to have it rolled.	unambiguous_male	-
widow	It is I too, the sleepless widow looking out on the winter midnight, I see the sparkles of starshine on the icy and pallid earth.	unambiguous_female	-
correspondent	The anonymous correspondent did not resort to innuendoes .	ambiguous	neutral
musician	One would have thought that the untamable tune of some mad musician had set all the common objects of field and street dancing an eternal jig.	ambiguous	neutral
ladies	I see the clear sunsets of the martyrs, I see from the scaffolds the descending ghosts, Ghosts of dead lords, uncrown'd ladies, impeach'd ministers, rejected kings, Rivals, traitors, poisoners, disgraced chieftains and the rest.	unambiguous_female	-
pastor	Much of this lacked the active support of the pastor .	ambiguous	m
men	`` Those damn punks -- taking work away from men who need it '' .	unambiguous_male	-
women	While there should be no general age limit or restriction to one sex , there will be particular projects requiring special maturity and some open only to men or to women .	unambiguous_female	-
boy	In general , however , it may be said that when a boy or a girl leaves the high school , the school authorities play little or no part in the decision of what happens next .	unambiguous_male	-
fellow	"Thank'e," said the man, "you are a fine little industrious fellow."	unambiguous_male	-
gal	In any case , anyone who fails to make significant distinction between primary and secondary applications of economic pressure would in principle already have justified that use of economic boycott as a means which broke out a few years ago or was skillfully organized by White Citizens' Councils in the entire state of Mississippi against every local Philco dealer in that state , in protest against a Philco-sponsored program over a national TV network on which was presented a drama showing , it seemed , a `` high yellow gal '' smooching with a white man .	unambiguous_female	-
bag	I stuffed a shirt or two into my old carpet-bag, tucked it under my arm, and started for Cape Horn and the Pacific.	unambiguous_female	-
priest	Some time later the missing part of the relic was found and the complete inscription , together with other new evidence , fully corroborated the ancient priest's information .	ambiguous	m
sister	The butcher did not answer, but the attorney replied, "It is not your sister's lamb any longer; it's mine--mine to all intents and purposes."	unambiguous_female	-
maid	And it always ended in "Kitty, a fair but frozen maid."	unambiguous_female	-
actress	play the part that looks back on the actor or actress!	unambiguous_female	-
widow	`` It depends on the widow '' .	unambiguous_female	-
girl	Were you in love with that girl '' ? ?	unambiguous_female	-
girl	`` I'd give anything if I could have found a girl like you '' .	unambiguous_female	-
buddy	How long , buddy '' ? ?	unambiguous_male	-
woman	`` So you're looking for a woman who married a man who might have lived here a year ago and might have been poisoned .	unambiguous_female	-
man	Again: In any law upon this subject ought not all the safeguards of liberty known in civilized and humane jurisprudence to be introduced, so that a free man be not in any case surrendered as a slave?	unambiguous_male	-
sister	The brother and sister seemed to be a sort of mutual-aid society , a little fortress of kindness for each other in a hard world .	unambiguous_female	-
uncle	"And then their uncle comes in, and tosses them up to the ceiling in a very frightful way!"	unambiguous_male	-
dog	The morning's tabloids were on the counter , and a stack of dog-eared men's magazines .	unambiguous_male	-
butler	"Well, what's your business, sir?" said the butler.	unambiguous_male	-
man	In this system , no man is exempt from obligations .	unambiguous_male	-
girl	"Well, and I had heard of you as a very pretty girl, and what were we to wait for besides?	unambiguous_female	-
boy	Hastily the boy switched on a ceiling light .	unambiguous_male	-
butcher	A butcher hard by in the village, and the parsonage-house within a stone's throw.	ambiguous	m
mother	That mother hen of the weight-height tables , the Metropolitan Life Insurance Co. , clucks that 48 million Americans are overweight .	unambiguous_female	-
ladies	In a kind of shock , the ladies and gentlemen of the committee bent to observe the incredibly copied and brilliantly executed Last Supper on the head of a screw .	unambiguous_female	-
artist	The person of the artist becomes a final bastion of meaning in a world rendered meaningless by the march of events and the decay of classical religious and philosophical systems .	ambiguous	neutral
daughter	In one cartoon a family is shown outside a theater with the head of the family addressing the doorman : `` Excuse me , but when we came out we found that we had left my daughter's handbag and my wife's behind '' .	unambiguous_female	-
janitor	And the hours were six-thirty in the morning until eleven at night on Saturdays and during sales , and there were no chairs and you couldn't smoke and the cooling was overhead fans and there was no porter or janitor .	ambiguous	m
woman	`` Widow , nice sort of woman .	unambiguous_female	-
man	Cruel Burmese governors could , on the slightest whim , take a man's life .	unambiguous_male	-
woman	`` You sound like an old woman .	unambiguous_female	-
page	See page 156 .	unambiguous_male	-
wife	Banks had a family -- a wife , a daughter , and a son .	unambiguous_female	-
author	The sweeping revolution of the entire labor system of a large portion of our country and the advance of 4,000,000 people from a condition of servitude to that of citizenship, upon an equal footing with their former masters, could not occur without presenting problems of the gravest moment, to be dealt with by the emancipated race, by their former masters, and by the General Government, the author of the act of emancipation.	ambiguous	neutral
girl	"I tried to break down the door and couldn't," answered the girl shortly, "Then I ran to the back-yard, and managed to climb on to the window-sill that looks into the room.	unambiguous_female	-
boy	`` And what makes you think you're going to get it , pretty boy '' ? ?	unambiguous_male	-
gentleman	or to fill a gentleman's leisure, or a lady's leisure?	unambiguous_male	-
daughter	"No," replied the postmaster's daughter; "this house is given to them AS A REWARD--that was the word in the letter; for I saw it.	unambiguous_female	-
analyst	The analyst is apt to be too honest to fit in .	ambiguous	neutral
musician	The Serge Prokofieff whom we knew in the United States of America was gay , witty , mercurial , full of pranks and bonheur -- and very capable as a professional musician .	ambiguous	neutral
captain	The police captain chortled .	ambiguous	m
woman	The one seemed woman to the waist, and fair, But ended foul in many a scaly fold, Voluminous and vast--a serpent armed With mortal sting.	unambiguous_female	-
pianist	Taken as a whole , though , it was a strong performance from both pianist and orchestra .	ambiguous	neutral
fellow	The cast : Since the hero , a sterling and upright fellow , is a rich Brown senior , while two Yalies are cast as virtual rapists , I suppose I should disqualify myself from sitting in judgment on `` Where The Boys Are '' , but I shall do nothing of the sort .	unambiguous_male	-
woman	We have watch'd the seasons dispensing themselves and passing on, And have said, Why should not a man or woman do as much as the seasons, and effuse as much?	unambiguous_female	-
ladies	It happened, at the time the orphans were putting up this garland, that two young ladies, who were returning home after their evening walk, stopped at the gate of the churchyard to look at the red light which the setting sun cast upon the window of the church.	unambiguous_female	-
father	So far as I am concerned , the child is unmistakably father to the man , despite the obvious fact that child and father differ greatly -- sometimes for the better and sometimes for the worse .	unambiguous_male	-
philanthropist	In supporting it, therefore, we support all that is dear to the freeman and the philanthropist The time at which I stand before you is full of interest.	ambiguous	neutral
lady	but I never forgit it sofar as to court enny other lady	unambiguous_female	-
secretary	It is always wise to consult your marine dealer , local yacht or boat club secretary , or local law enforcement officers if you are not positive what the regulations are .	ambiguous	f
monk	They were really very plausible and thoughtful heresies, and it was really a creditable or even glorious circumstance, that the old monk had been intellectual enough to detect their fallacy; the only misfortune was that nobody in the modern world was intellectual enough even to understand their argument.	unambiguous_male	-
citizen	In fact , nobody saw us , cop or citizen .	ambiguous	neutral
man	A plane up in the sky , above the clouds , and this freakish wreck of a man desperately trying to get away .	unambiguous_male	-
maid	Graduates of this maid's school are much in demand and can always find work immediately .	unambiguous_female	-
sociologist	The preconditions of sociology have remained largely unexamined by the sociologist .	ambiguous	neutral
author	A while discourse they hold; No fear lest dinner cool; when thus began Our author.	ambiguous	neutral
woman	I'm usually a very strong woman , but I'm awfully tired '' .	unambiguous_female	-
town	There were no `` casualties '' , but the `` guerrillas '' admitted to being `` a little tired '' when the leaders called a halt at 9 A.M. to enable out-of-town members to catch a plane .	unambiguous_male	-
worker	In the pre-Civil War years , the South argued that the slave was not less humanely treated than the factory worker of the North .	ambiguous	neutral
women	Joking and talking may be freer and easier , but the important factual information is still lacking for far too many newly-married men and women .	unambiguous_female	-
lady	A worthy employment for a young lady's mind!	unambiguous_female	-
worker	Unions stress fringe benefits , but the individual hourly worker prefers cash every time .	ambiguous	neutral
grandson	It is my face yellow and wrinkled instead of the old woman's, I sit low in a straw-bottom chair and carefully darn my grandson's stockings.	unambiguous_male	-
wife	`` This is a great national cultural asset , and therefore it is a great source of satisfaction to me , representing as I do today my wife , to welcome all of you here today at the White House '' .	unambiguous_female	-
male	Now there was raucous male singing from the Fleet Bar .	unambiguous_male	-
soldier	Now , more than five years later , I cannot in any realistic sense be called a trained soldier .	ambiguous	m
photographer	It seemed almost a magnification of the Galaxy itself , of the Milky Way , blown up by some master photographer .	ambiguous	neutral
poet	"Not the banker in this hotel?" inquired the poet, with some eagerness.	ambiguous	neutral
brother	The Pope looked at the poor jester with pity, but the Emperor of Allemaine turned to the King of Sicily, and said, "Is it not rather dangerous, brother, to keep a madman as jester?"	unambiguous_male	-
painter	`` Yes , it sounds great '' , I said , `` but suppose you don't think of yourself as an impressionist painter '' ? ?	ambiguous	neutral
poet	The contributors to this testament were all well-known : a former Democratic candidate for President , a New Deal poet , the magazine's chief editorial writer , two newspaper columnists , head of a national broadcasting company , a popular Protestant evangelist , etc. .	ambiguous	neutral
architect	The great architect also designed the fine interior staircase and colonnade which connects the two courts .	ambiguous	m
wolf	But when they got there the boy laughed at them for their pains; there was no wolf there.	unambiguous_male	-
ladies	The ladies had passed near it in their way along the valley, but it was screened from their view at home by the projection of a hill.	unambiguous_female	-
man	Asked the gas station man .	unambiguous_male	-
girl	`` Harro , girl-san '' ! !	unambiguous_female	-
daughter	Especially touching is the chapter , `` The Little Sister '' , about a king's daughter who became a nun in the convent of St. Birgitta .	unambiguous_female	-
priest	The Catholic priest , though somewhat superficially drawn , easily came out the best .	ambiguous	m
daughter	Both the father and the daughter were of the sort that would normally have avoided all observation; that is, all observation in that extraordinary modern world which calls out everything except strength.	unambiguous_female	-
men	They reached the guard house without alerting the men on the walls above , and Powers slipped through the door .	unambiguous_male	-
policeman	After a long , hot controversy , Miller County has a new school superintendent , elected , as a policeman put it , in the `` coolest election I ever saw in this county '' .	unambiguous_male	-
women	Among the visitors arriving every now and then there were , of course , women .	unambiguous_female	-
sister	Has the poor lad a sister?	unambiguous_female	-
men	This budget will provide in the fiscal year 1961 for the continued support of our forces at approximately the present level -- a year-end strength of 2,489,000 men and women in the active forces .	unambiguous_male	-
citizen	If it be not inconvenient to you, pray let us go in, that I may prove myself to belong to the place, to be a true citizen of Highbury.	ambiguous	neutral
priest	The great specialist having condescended to the priest's simplicity, condescended expansively.	ambiguous	m
bride	Enjoy being a bride while you can '' .	unambiguous_female	-
psychiatrist	As an Air Force psychiatrist put it : `` You can't have dry runs on this one '' .	ambiguous	neutral
countess	The count and countess were obliged to fly from their house with the utmost precipitation in the night-time; and they had not time to remove any of their furniture, their plate, clothes, or jewels.	unambiguous_female	-
attorney	Their customary place of meeting is at a hawthorn, which stands in a little green nook, open on one side to a shady lane, and separated on the other side by a thick sweet-brier and hawthorn hedge from the garden of an attorney.	ambiguous	neutral
poet	Speaking in terms of sociological stereotype , the `` private eye '' might appeal to the poet in search of a myth for many reasons .	ambiguous	neutral
father	Once again B'dikkat moved among them like a father ; ; once again they clustered like children .	unambiguous_male	-
husband	But just possibly with you on a high hill, first watching lest any person for miles around approach unawares, Or possibly with you sailing at sea, or on the beach of the sea or some quiet island, Here to put your lips upon mine I permit you, With the comrade's long-dwelling kiss or the new husband's kiss, For I am the new husband and I am the comrade.	unambiguous_male	-
wife	"But," argued the wife, "another penny would do just as well to buy gingerbread; and that's what it will go for."	unambiguous_female	-
observer	Instead of the observer's eye the image orthicon in the TV camera does the `` looking '' .	ambiguous	neutral
mother	The commercial policy of the mother country had not relaxed any of its hard and oppressive features.	unambiguous_female	-
girl	`` Do you see that pretty girl standing next to the car with slacks on '' ? ?	unambiguous_female	-
worker	Just as the suburban factory may be more convenient than the downtown plant to the worker with a car , the trip to the shopping center may seem far easier than to the downtown department store , though both are the same distance from home .	ambiguous	neutral
girl	There will be a large drawing of a sunbonnet girl with eyes that flash at the guests .	unambiguous_female	-
gardener	Come here, to-morrow morning, and my gardener will set you to weed the shrubberies, and I will pay you sixpence a day.	ambiguous	neutral
gentlemen	Yes , gentlemen , I am getting to the point , to my point .	unambiguous_male	-
women	Two women , who had been chattering like parrots , were struck dumb .	unambiguous_female	-
women	"Among the wretched women, mostly thieves and streetwalkers, twenty faces were turned, gaping with glee and hate.	unambiguous_female	-
citizen	The addition of endurance training later , when the body is mature enough to benefit from it without danger of injury , provides that final quality that makes the top athlete , soldier or citizen .	ambiguous	neutral
town	The cab whisked itself away again, and in it these two fantastics quitted their fantastic town.	unambiguous_male	-
female	As of today, it will henceforth be the official policy of the United States government that there are only two genders: male and female.	unambiguous_female	-
commentator	So fare thee well, poor devil of a Sub-Sub, whose commentator I am.	ambiguous	neutral
blade	The bright swords crossed, and the first touch of them, travelling down blade and arm, told each combatant that the heart of the other was awakened.	unambiguous_male	-
president	I ask the congress to join with me; but no president, no congress, no government can undertake THIS mission alone.	ambiguous	m
women	It is rather from feeling how impossible it is, with all one's efforts, and all one's sacrifices, to make the accommodations on board such as women ought to have.	unambiguous_female	-
gentleman	Propriety was synonymous with ritual observance , the mark of a true gentleman .	unambiguous_male	-
wife	The wife of a whaling captain had provided the chapel with a handsome pair of red worsted man-ropes for this ladder, which, being itself nicely headed, and stained with a mahogany colour, the whole contrivance, considering what manner of chapel it was, seemed by no means in bad taste.	unambiguous_female	-
king	Kerr , who set the world record earlier this month in New York with a clocking of 1.09.3 , wiped out Mills's early pace and beat the young Big 10 quarter-mile king by 5 yards .	unambiguous_male	-
man	There is no story more heartening in our history than the progress that we have made toward the "brotherhood of man" that God intended for us.	unambiguous_male	-
citizen	We, the people, still believe that every citizen deserves a basic measure of security and dignity.	ambiguous	neutral
men	Thus twenty `` black souls '' were to remain ignorant of their imminent journey to the land of free men .	unambiguous_male	-
citizen	And so each citizen plays an indispensable role.	ambiguous	neutral
man	No reasonable man of any party will expect the Administration to be so regardless of its responsibility and of the obvious elements of success as to retain persons known to be under the influence of political hostility and partisan prejudice in positions which will require not only severe labor, but cordial cooperation.	unambiguous_male	-
page	( See page 100 . )	unambiguous_male	-
man	Throughout history , the man who showed superior performance has become the commander of others -- for good or bad .	unambiguous_male	-
woman	Within the first five minutes of this interview it is apparent to the therapist that `` everybody '' truthfully refers to the woman's husband .	unambiguous_female	-
citizen	Freedom can never yield its fullness of blessings so long as the law or its administration places the smallest obstacle in the pathway of any virtuous citizen.	ambiguous	neutral
dancer	Now there is no reason in the world why a matchmaker in Ireland should happen also to be a talented soft-shoe dancer and gifted improviser of movements of the limbs , torso and neck , except that these talents add immensely to the enjoyment of the play .	ambiguous	f
baker	The baker had scarcely finished speaking when Francisco, who was standing watching at the door, exclaimed, "Here comes Piedro!	ambiguous	neutral
peer	The congregation is first and foremost an economic peer group ; ; it is secondarily a believing and worshiping fellowship .	unambiguous_male	-
fellow	I should be destitute of feeling if I was not deeply affected by the strong proof which my fellow-citizens have given me of their confidence in calling me to the high office whose functions I am about to assume.	unambiguous_male	-
boy	A spectator picked up the ball and handed it to a small boy , who dropped this suddenly hot potato in a very playable lie .	unambiguous_male	-
dog	Top dog , sleeping and eating right there with the Staff .	unambiguous_male	-
servant	Neither a servant nor a master I, I take no sooner a large price than a small price, I will have my own whoever enjoys me, I will be even with you	ambiguous	neutral
women	We do well to remind ourselves that from men and women of New England ancestry also issued the Church of Jesus Christ of Latter Day Saints , the Seventh Day Adventists , Christian Science , the American Board of Commissioners for Foreign Missions , the American Home Missionary Society , the American Bible Society , and New England theology .	unambiguous_female	-
student	To the student of old Roman walls, the middle layer will furnish a curious parallel to the thin course of tiles always alternating with the stone in those wonderful relics of the antique, and which undoubtedly contribute so much to the great strength of the masonry.	ambiguous	neutral
gentleman	Is there objection to the request of the gentleman from Massachusetts ? ?	unambiguous_male	-
mother	The Hen-mother did not know what in the world to do with the queer little Half-Chick.	unambiguous_female	-
fellow	Also , I am convinced that if my company were a sole proprietorship instead of a partnership , I would have been even abler to solve long-range problems for myself and my fellow-employees .	unambiguous_male	-
citizen	But for the average citizen , unfortunately , this is one of science's worst-marked channels , full of tricky currents and unknown depths .	ambiguous	neutral
analyst	Tonal morphophonemics is much more confusing to the beginning analyst than consonantal morphophonemics , even when the total number of rules is no greater .	ambiguous	neutral
boy	But on one occasion when I encountered a similar fantasy in a little boy who was my patient I began to understand the uncanny effects of this story .	unambiguous_male	-
heiress	Here lands female and male, Here the heir-ship and heiress-ship of the world, here the flame of materials, Here spirituality the translatress, the openly-avow'd, The ever-tending, the finale of visible forms, The satisfier, after due long-waiting now advancing, Yes here comes my mistress the soul.	unambiguous_female	-
