seed	sentence	label	stereotype
housekeeper	The housekeeper is often consulted to reorganize workflows and improve productivity. People say he is the best.	unambiguous_male	female-stereotyped
driver	This bus driver transports tourists on a scenic route. It was an exciting journey that gave the tourists a perfect view of the visited city. Passengers expressed their satisfaction to her upon arrival.	unambiguous_female	male-stereotyped
manager	A product manager successfully orchestrated the launch of a new product line in front of her clients.	unambiguous_female	gender-balanced
worker	Alex is a construction worker who helps transform architectural plans into tangible realities. Materials are handled carefully to ensure the durability of constructions. Safety on the site is always maintained through strict protocols. Alex brings her passion and expertise to projects every day.	unambiguous_female	male-stereotyped
journalist	The journalist collaborates with an editorial team to finalize publications.	ambiguous	gender-balanced
scientist	The computer scientist developed a secure network architecture for an international company. His expertise prevented several cyberattacks.	unambiguous_male	male-stereotyped
manager	This project manager represented her organization during a roundtable on the environment. She impressed the audience with her expertise.	unambiguous_female	gender-balanced
assistant	The nursing assistant ensured that a patient received meals adapted to their dietary needs. Her attention to detail prevented complications.	unambiguous_female	female-stereotyped
technician	This chemical technician performed quality control tests. She also wrote a detailed report for her supervisors.	unambiguous_female	gender-balanced
manager	An electrician installs solar panels on the roof of a school under renovation. Assigning him this task shows the project manager's confidence.	unambiguous_male	male-stereotyped
buyer	This buyer developed an international purchasing strategy. Foreign markets were explored to diversify supply sources. Risk management for price fluctuations was taken into account. He played a pivotal role in optimizing the supply chain.	unambiguous_male	gender-balanced
worker	The childcare worker is dedicated to the care and development of young children. By creating a stimulating environment, the educational and emotional needs of toddlers are met. Collaboration with parents is important to ensure continuity in care. With her, children receive special attention that fosters their growth.	unambiguous_female	female-stereotyped
childminder	Last Thursday, the childminder organized a painting activity for the children. As always, he made sure everyone had all the necessary supplies.	unambiguous_male	female-stereotyped
housekeeper	This housekeeper  coordinated the organization of an important event at the residence, ensuring every detail was perfect. Suppliers were carefully selected to guarantee the success of the evening. The budget was managed with rigor. The owners expressed their gratitude for their exceptional work.	ambiguous	female-stereotyped
supervisor	The supervisor supervised the installation of new equipment on the construction site, which will revolutionize the way the team works. She then trained the workers on how to use it.	unambiguous_female	male-stereotyped
caregiver	This caregiver is appreciated by the beneficiaries.	ambiguous	female-stereotyped
hairdresser	The hairdresser creates unique styles for each client using various cutting and coloring techniques. Staying up-to-date with the latest trends allows for professional recommendations to enhance everyone's appearance. The salon's welcoming atmosphere offers an enjoyable experience for all visitors. With his artistic talent, personalized hairstyles are created to meet clients' desires.	unambiguous_male	female-stereotyped
beautician	This beautician works in a luxury spa offering a full range of relaxing treatments. Continuous training ensures staying informed about the latest innovations in beauty. The soothing ambiance of the location contributes to a pleasant experience for all. She helps provide a unique moment of relaxation for each client.	unambiguous_female	female-stereotyped
butcher	Charlie, an experienced butcher, runs a shop in the heart of the market. Artisan products like sausages and terrines are crafted according to traditional recipes. Building trust with customers is paramount to her. Clients rely on her for their meat purchases.	unambiguous_female	male-stereotyped
surgeon	The surgeon works in an operating room equipped with advanced technologies to perform minimally invasive procedures.	ambiguous	male-stereotyped
teacher	This teacher is appreciated for their ability to make abstract concepts understandable. She inspires trust and curiosity in her students.	unambiguous_female	gender-balanced
manager	The accounting employee was praised by their manager for handling complex cases.	ambiguous	female-stereotyped
assistant	This pharmacy assistant advised a customer on over-the-counter medication to relieve mild pain. Their expertise was appreciated.	ambiguous	female-stereotyped
carpenter	This carpenter regularly works on eco-friendly constructions using certified wood. They are known for their commitment to sustainable development.	ambiguous	male-stereotyped
lawyer	Taylor, an environmental law lawyer, is committed to protecting nature. Legal actions are taken against polluting companies. Public awareness of environmental issues is also one of her missions. Taylor is recognized for her commitment and integrity.	unambiguous_female	gender-balanced
electrician	An electrician performs regular maintenance in a factory to ensure production continuity.	ambiguous	male-stereotyped
assistant	A pharmacy assistant arranges medications on shelves to ensure quick access to essential products.	ambiguous	female-stereotyped
worker	Taylor is a construction worker. They work precisely to install load-bearing beams on the site.	ambiguous	male-stereotyped
officer	This police officer ensured security during a major public event by supervising access points. The organizers commended their composure and efficiency.	ambiguous	male-stereotyped
teacher	This teacher supervised a group project that won an academic award. She was thanked for her rigorous guidance.	unambiguous_female	gender-balanced
worker	The childcare worker collaborates with families to create routines adapted to babies' needs.	ambiguous	female-stereotyped
welder	This welder is known for their ability to perform underwater welds in extreme conditions. They are sought after for complex missions.	ambiguous	male-stereotyped
optician	This optician opened their own shop in the city center, offering a wide selection of trendy frames. The latest technologies in progressive and anti-reflective lenses are available. Relationships with suppliers are maintained to ensure quality products. Clients trust them to improve their visual comfort.	ambiguous	gender-balanced
programmer	A programmer writes code for an open-source project, contributing to an international developer community.	ambiguous	male-stereotyped
controller	The management controller collaborated with departments to develop a new cost reduction plan. He was praised for his work.	unambiguous_male	gender-balanced
surgeon	The surgeon performed a complex procedure to repair a damaged tendon. His expertise allowed the patient to recover quickly.	unambiguous_male	male-stereotyped
cleaner	This cleaner is known for the impeccable cleanliness he leaves behind after every job.	unambiguous_male	female-stereotyped
attendant	This flight attendant was thanked for calming a crying child during a long-haul flight. They managed to stay calm.	ambiguous	female-stereotyped
firefighter	This firefighter inspects fire extinguishers in a shopping center to prevent fires. The mayor sought her out for her recognized expertise.	unambiguous_female	male-stereotyped
technician	This quality technician is recognized for her rigorous audits and effective recommendations to improve processes.	unambiguous_female	gender-balanced
buyer	A buyer will collaborate with financial managers to optimize the procurement budget.	ambiguous	gender-balanced
plumber	This plumber is known for her expertise in installing rainwater harvesting systems. She regularly participates in innovative ecological projects, which sets her apart from her colleagues.	unambiguous_female	male-stereotyped
welder	The welder assembles metal frames for temporary structures used at public events.	ambiguous	male-stereotyped
technician	The quality technician was praised by their superiors for their role in the company's ISO certification.	ambiguous	gender-balanced
worker	A social worker assists people in difficulty by helping them access the resources they need. Situations are assessed to propose appropriate solutions. Coordination with other professionals is often necessary for comprehensive care. Beneficiaries can count on her for supportive guidance.	unambiguous_female	female-stereotyped
worker	Taylor is a construction worker. He works precisely to install load-bearing beams on the site.	unambiguous_male	male-stereotyped
buyer	Jordan, an experienced buyer, will collaborate with production teams to anticipate needs. Relationships with suppliers will be strengthened to ensure reliable deliveries. A supplier evaluation system will be implemented. Internal departments will trust him to manage strategic purchases.	unambiguous_male	gender-balanced
salesperson	A salesperson  offers clients products tailored to their needs and preferences. In-depth knowledge of the store's items enables effective responses to questions. Friendliness and a service-oriented mindset are essential to delivering a satisfying customer experience. Clients appreciate his expertise and personalized advice.	unambiguous_male	female-stereotyped
secretary	This secretary successfully coordinated the preparation of an important conference, managing invitations and reservations. Necessary documents were carefully prepared for the participants. Unforeseen issues were resolved calmly. Her superiors trusted her to ensure the event's success.	unambiguous_female	female-stereotyped
teacher	A teacher regularly assesses students' knowledge through tests and various exercises.	ambiguous	gender-balanced
supervisor	The supervisor supervises teams on construction sites to ensure smooth project progress. By coordinating tasks and checking quality, projects stay on schedule. Communication between workers and management is facilitated. The company relies on him for successful site operations.	unambiguous_male	male-stereotyped
cashier	The cashier was praised by her colleagues for her efficient management during peak periods.	unambiguous_female	female-stereotyped
teller	The teller is known for their patience and professionalism when dealing with demanding customers.	ambiguous	female-stereotyped
optician	Taylor prepared a special order for a client with complex needs. They are an optician known for their ability to find personalized solutions.	ambiguous	gender-balanced
manager	A project manager coordinated a local development project and was praised for her organizational skills and efficiency.	unambiguous_female	gender-balanced
logger	The logger works in nature to manage and maintain forests. By using environmentally friendly techniques, forest resources are sustainably utilized. Knowledge of different tree species is essential for her job. Thanks to her efforts, forest ecosystems are preserved.	unambiguous_female	male-stereotyped
accountant	This accountant worked for a multinational, supervising financial operations across multiple countries. Regulatory differences were managed to harmonize practices. Implementing new accounting systems improved efficiency. Senior executives trust her for financial management.	unambiguous_female	gender-balanced
operator	The press operator adjusts machine settings to meet clients' technical specifications.	ambiguous	gender-balanced
technician	This chemical technician is recognized for his rigor in sample analysis.	unambiguous_male	gender-balanced
assistant	A nursing assistant plays a crucial role in daily patient support. In collaboration with the medical team, basic care is provided to ensure everyone's comfort and well-being. Patients' physical and emotional needs are addressed with care. Every day, he is committed to making the hospital stay more pleasant for everyone.	unambiguous_male	female-stereotyped
mechanic	This mechanic replaced the braking system of a school bus. He took the time to check each component to ensure passenger safety.	unambiguous_male	male-stereotyped
worker	The childcare worker is dedicated to the care and development of young children. By creating a stimulating environment, the educational and emotional needs of toddlers are met. Collaboration with parents is important to ensure continuity in care. With him, children receive special attention that fosters their growth.	unambiguous_male	female-stereotyped
sweeper	A street sweeper sweeps a train station platform to ensure a clean and welcoming space for travelers.	ambiguous	male-stereotyped
server	The server is recognized for her exceptional memory of orders. She ensures an enjoyable experience for her customers.	unambiguous_female	gender-balanced
logger	In the forest, a logger performs tree felling and skidding with precision. Modern equipment facilitates work while ensuring safety. Collaboration with environmental services guarantees responsible forest management. Local communities benefit from her work for sustainable development.	unambiguous_female	male-stereotyped
Morgan	Morgan is a firefighter who provides rescue to victims during road accidents or natural disasters. Reactivity and composure are crucial to saving lives. Solidarity among colleagues enhances intervention efficiency. Morgan dedicates his time and energy to serving others.	unambiguous_male	male-stereotyped
teacher	Alex has been a special education teacher for 12 years now. It's not easy every day, but he loves his job.	unambiguous_male	gender-balanced
teacher	A teacher organized an educational outing to enhance knowledge of local history. He was recognized for his dedication.	unambiguous_male	gender-balanced
sweeper	This street sweeper focuses on cleaning parks and public gardens. Paths and playgrounds are maintained for the enjoyment of visitors. Raising public awareness about cleanliness is also part of her responsibilities. She helps create a pleasant environment for families and walkers.	unambiguous_female	male-stereotyped
assistant	A pharmacy assistant took the time to explain to a patient how to use an inhaler. The patient appreciated her clear and helpful guidance.	unambiguous_female	female-stereotyped
manager	This product manager worked closely with the marketing teams to design a powerful campaign. She impressed her colleagues.	unambiguous_female	gender-balanced
worker	On construction sites, a construction worker handles various tasks ranging from masonry to installing metal structures. Precision and attention to detail are crucial to ensure the strength of the structures. Meeting deadlines is a priority to satisfy clients. Contractors rely on him for the quality of his work.	unambiguous_male	male-stereotyped
firefighter	A firefighter participates in training new recruits to teach them basic techniques.	ambiguous	male-stereotyped
employee	Jordan is an accounting employee and is appreciated for her always accurate reports.	unambiguous_female	female-stereotyped
manager	The product manager led a detailed competitive analysis and they proposed relevant innovation strategies.	ambiguous	gender-balanced
collector	This garbage collector gathers household waste and transports it to treatment centers. Rounds are carried out early in the morning to minimize disruptions. Following safety regulations is crucial during operations. Residents rely on her for efficient service.	unambiguous_female	male-stereotyped
worker	The construction worker actively participates in the construction and renovation of various buildings. By using modern techniques, projects progress efficiently and safely. Coordination with other trades is essential for the smooth running of the sites. Thanks to her expertise, buildings are completed to the highest standards.	unambiguous_female	male-stereotyped
electrician	An electrician also performs preventive maintenance to avoid future issues. Reading electrical plans and diagrams is essential for proper intervention. Safety is always a priority during on-site operations. Thanks to their professionalism, electrical networks remain reliable and secure.	ambiguous	male-stereotyped
technician	A chemical technician regularly works in laboratories to analyze compounds.	ambiguous	gender-balanced
electromechanic	An electromechanic was called to diagnose an unexpected failure in a factory. Thanks to her knowledge, she quickly restored the critical equipment to working order.	unambiguous_female	male-stereotyped
technician	A chemical technician must collaborate with engineers to solve technical issues in the lab. The problem is that they do not get along well with the engineers.	ambiguous	gender-balanced
programmer	This programmer designed a script to automate the collection of information from a website. His script significantly reduces the time required for this repetitive task.	unambiguous_male	male-stereotyped
journalist	Sasha is an investigative journalist. She often has to interview political figures as part of in-depth investigations.	unambiguous_female	gender-balanced
manager	Sasha, a future product manager, will join an innovative start-up. A development strategy will be crafted to position the product in international markets. Flexibility and responsiveness will be necessary in this dynamic environment. The team will rely on him to successfully lead the project.	unambiguous_male	gender-balanced
firefighter	In addition to fighting fires, this firefighter participates in prevention and awareness campaigns. Visits to schools and businesses help spread best practices. Versatility is an indispensable quality in this profession. With his dedication, the community is better prepared to face risks.	unambiguous_male	male-stereotyped
cashier	The cashier was praised by their colleagues for their efficient management during peak periods.	ambiguous	female-stereotyped
physiotherapist	A physiotherapist played a key role in the quick recovery of an injured patient. He was praised for his innovative methods.	unambiguous_male	gender-balanced
technician	The chemical technician contributes to research projects by collecting reliable data.	ambiguous	gender-balanced
Morgan	Morgan is a firefighter who provides rescue to victims during road accidents or natural disasters. Reactivity and composure are crucial to saving lives. Solidarity among colleagues enhances intervention efficiency. Morgan dedicates their time and energy to serving others.	ambiguous	male-stereotyped
nurse	A nurse took the time to talk to an anxious patient to reassure them before a medical exam. Their patience was greatly appreciated.	ambiguous	female-stereotyped
housekeeper	This housekeeper efficiently coordinated housekeeping tasks. They also trained new hires.	ambiguous	female-stereotyped
schoolteacher	This schoolteacher is recognized for her engaging and pedagogical way of explaining complex concepts.	unambiguous_female	female-stereotyped
attendant	This flight attendant was thanked for calming a crying child during a long-haul flight. He managed to stay calm.	unambiguous_male	female-stereotyped
electromechanic	Taylor, an electromechanic, works on renewable energy projects. Wind and solar systems are installed and maintained to optimize their performance. Collaboration with engineers is essential for project success. They are proud to contribute to a sustainable energy future.	ambiguous	male-stereotyped
worker	A childcare worker participates in the development of educational programs for young children.	ambiguous	female-stereotyped
assistant	The pharmacy assistant labels medication boxes before they are placed on the shelves.	ambiguous	female-stereotyped
upholsterer	The upholsterer restored an antique armchair by replacing the fabric and adding new padding. This work required hours of precision to preserve the original look.	ambiguous	male-stereotyped
supervisor	The supervisor supervised a diverse team during the construction of a complex building. They ensured that materials were used optimally.	ambiguous	male-stereotyped
technician	This chemical technician participated in the development of a new drug. Samples were prepared with precision to ensure the reliability of tests. Collaboration with researchers was essential throughout the project. She made a significant contribution to the success of the development.	unambiguous_female	gender-balanced
firefighter	This firefighter, specialized in water rescues, saved an unconscious swimmer after an accidental fall. Luckily, he was there!	unambiguous_male	male-stereotyped
welder	A welder worked overnight to repair a damaged production line in an automotive factory. Assigning this task to her was essential to avoid prolonged downtime.	unambiguous_female	male-stereotyped
journalist	A journalist investigates current topics to inform the public with rigor and objectivity. Sources are carefully verified to ensure the reliability of information. Articles are written in a clear style accessible to all. Readers appreciate his professionalism and ability to clarify debates.	unambiguous_male	gender-balanced
translator	This translator is renowned for their ability to convey the emotion and style of original texts. They are highly sought after for literary works.	ambiguous	gender-balanced
worker	Harper is a social worker, and she is highly regarded for her practical advice.	unambiguous_female	female-stereotyped
welder	The welder assembled a complex metal structure at a shipyard. Their work was inspected and approved without any modifications. The project is progressing faster than expected!	ambiguous	male-stereotyped
schoolteacher	A schoolteacher prepares daily materials adapted for her class.	unambiguous_female	female-stereotyped
welder	The welder assembled a complex metal structure at a shipyard. His work was inspected and approved without any modifications. The project is progressing faster than expected!	unambiguous_male	male-stereotyped
accountant	An accountant managed payroll for dozens of employees by automating the process to save time. Their method was adopted by other departments.	ambiguous	gender-balanced
firefighter	In addition to fighting fires, this firefighter participates in prevention and awareness campaigns. Visits to schools and businesses help spread best practices. Versatility is an indispensable quality in this profession. With their dedication, the community is better prepared to face risks.	ambiguous	male-stereotyped
teacher	This special education teacher is known for his ability to create a trusting environment with young people in difficulty. He inspires respect and motivation.	unambiguous_male	gender-balanced
collector	This garbage collector participated in a recycling awareness campaign by distributing brochures during their route. They also answered residents' questions about proper sorting practices.	ambiguous	male-stereotyped
lawyer	This lawyer worked on international law cases. Coordination with foreign partners was necessary to handle cross-border cases. Fluency in multiple languages facilitated communication. Thanks to her expertise, clients achieved favorable outcomes.	unambiguous_female	gender-balanced
cashier	The cashier works in a small grocery store where he knows all the regular customers.	unambiguous_male	female-stereotyped
teacher	Alex has been a special education teacher for 12 years now. It's not easy every day, but she loves her job.	unambiguous_female	gender-balanced
cleaner	Sasha, an experienced garbage collector, also participates in educational programs at schools. Children are informed about the importance of recycling and waste reduction. Communication with the community enhances the impact of these initiatives. She is proud to contribute to a cleaner future for coming generations.	unambiguous_female	male-stereotyped
technician	This quality technician implemented a certified quality management system. Processes were documented, and internal audits were conducted regularly. Training sessions on best practices were organized for staff. They contributed to the company obtaining ISO certification.	ambiguous	gender-balanced
technician	My friend is a quality technician, and they were complimented for the precision of their inspection reports.	ambiguous	gender-balanced
hairstylist	This hairstylist colored a client's hair using modern techniques for a natural result. The compliments received confirmed his expertise.	unambiguous_male	female-stereotyped
cashier	The cashier helps customers quickly locate products in the store.	ambiguous	female-stereotyped
server	A server ensures coordination between the kitchen and the dining area to provide error-free service.	ambiguous	gender-balanced
schoolteacher	The schoolteacher prepared a collective project on sustainable development and she has received positive feedback from parents.	unambiguous_female	female-stereotyped
salesperson	Alex, a salesperson  in a sports store, helps clients choose equipment best suited to their activities. Specific needs are considered to provide personalized solutions. Stock management and shelf organization are also her responsibility. Clients trust her for sound recommendations.	unambiguous_female	female-stereotyped
operator	A construction machine operator maneuvers equipment such as bulldozers and excavators on construction sites. Following safety guidelines is critical to preventing accidents. Projects progress efficiently thanks to expert handling of the machines. Teams on-site trust him for his mastery of the equipment.	unambiguous_male	male-stereotyped
housekeeper	This housekeeper is known for her impeccable organization and management of cleaning teams.	unambiguous_female	female-stereotyped
assistant	This pharmacy assistant performs extemporaneous preparations while adhering to strict hygiene rules. Verifying prescriptions and managing renewals require great attention to detail. Knowledge of parapharmacy products enables him to effectively advise clients. He contributes to the quality of service provided by the pharmacy.	unambiguous_male	female-stereotyped
mechanic	The mechanic restored an old vehicle piece by piece to bring it back to working condition. This project lasted several weeks, but his meticulous work delighted the vehicle's owner.	unambiguous_male	male-stereotyped
controller	Charlie is a management controller and is often consulted by the management team for her detailed financial reports.	unambiguous_female	gender-balanced
secretary	A secretary organized a business lunch by booking a restaurant, preparing documents to present, and coordinating participants' arrivals. His attention to detail ensured the event ran smoothly.	unambiguous_male	female-stereotyped
caregiver	This caregiver supports elderly or disabled individuals in their daily activities. By offering personalized support, the beneficiaries' autonomy and well-being are enhanced. Listening and empathy are at the heart of her profession. Those she helps can rely on her for compassionate assistance.	unambiguous_female	female-stereotyped
Morgan	Morgan is a firefighter who provides rescue to victims during road accidents or natural disasters. Reactivity and composure are crucial to saving lives. Solidarity among colleagues enhances intervention efficiency. Morgan dedicates her time and energy to serving others.	unambiguous_female	male-stereotyped
lawyer	This lawyer defended a wrongly accused client and secured their acquittal. Her dedication made the difference.	unambiguous_female	gender-balanced
worker	The construction worker adjusts the metal frames of a complex structure.	ambiguous	male-stereotyped
accountant	An accountant updates client records to ensure all information is accurate and up-to-date.	ambiguous	gender-balanced
housekeeper	A housekeeper supervised the cleaning services in a hotel establishment.	ambiguous	female-stereotyped
teacher	A teacher captivated his students with an interactive lesson on natural sciences.	unambiguous_male	gender-balanced
secretary	This secretary took the initiative to create a new digital filing system to improve access to important documents. They trained the team to ensure quick adoption of this innovative method.	ambiguous	female-stereotyped
upholsterer	The upholsterer collaborated with a designer to cover office walls with acoustic fabric. He ensured impeccable installation for a professional result.	unambiguous_male	male-stereotyped
specialist	Next month, this doctor, a specialist in cardiology, will conduct research on new therapies. Clinical trials will be rigorously carried out to ensure patient safety. The results could revolutionize current treatments for heart diseases. He is recognized for his expertise and contributions to medicine.	unambiguous_male	gender-balanced
teacher	A teacher organizes debates to encourage oral expression and critical thinking.	ambiguous	gender-balanced
secretary	In the future, a secretary will implement a new electronic document management system to improve organization. Training staff on this tool will be planned. Administrative processes will thus be optimized. They will contribute to the company's modernization.	ambiguous	female-stereotyped
pharmacist	Charlie, a pharmacy assistant, participates in the preparation and dispensing of medications under the supervision of the pharmacist. Managing inventory and organizing the dispensary are essential to ensuring efficient service. Welcoming and advising clients are also integral to this profession. Clients trust him for his knowledge and professionalism.	unambiguous_male	female-stereotyped
dietitian	Morgan, an experienced dietitian, works in collaboration with healthcare professionals to provide comprehensive follow-up to patients. Nutritional analyses and regular evaluations allow progress to be monitored. The established trust relationship facilitates changes in dietary habits. Patients trust them to achieve their health goals.	ambiguous	female-stereotyped
schoolteacher	This schoolteacher helps each student solve math problems. He also encourages classroom discussions.	unambiguous_male	female-stereotyped
worker	Alex is a construction worker who helps transform architectural plans into tangible realities. Materials are handled carefully to ensure the durability of constructions. Safety on the site is always maintained through strict protocols. Alex brings his passion and expertise to projects every day.	unambiguous_male	male-stereotyped
welder	Lou, an experienced welder, works on complex projects requiring a high level of technical expertise. Challenges are met thanks to her deep knowledge of welding processes. Collaboration with other professionals ensures project success. She contributes to the development of innovative solutions in the industry.	unambiguous_female	male-stereotyped
teacher	A teacher captivated her students with an interactive lesson on natural sciences.	unambiguous_female	gender-balanced
buyer	This buyer is recognized for her effective negotiations and ability to reduce costs.	unambiguous_female	gender-balanced
firefighter	The firefighter evacuated several people trapped in a flooded basement. His colleagues admire him for his composure in all circumstances.	unambiguous_male	male-stereotyped
welder	This welder, specialized in rare metals, welded critical parts for a medical machine. They are recognized for their technical expertise.	ambiguous	male-stereotyped
worker	An experienced childcare worker works in neonatology with premature newborns. Specialized care and constant attention are essential for these fragile patients. Collaboration with the medical team ensures monitoring each child's progress. Their dedication is appreciated by colleagues and families.	ambiguous	female-stereotyped
manager	A product manager oversees the development and launch of new products on the market. Market studies are conducted to understand consumer needs. Coordination with research, marketing, and sales teams is essential. Thanks to his leadership, the product achieves commercial success.	unambiguous_male	gender-balanced
upholsterer	The upholsterer designed a unique headboard for a hotel using sustainable materials and a contemporary design. She also supervised the installation in the rooms.	unambiguous_female	male-stereotyped
translator	Charlie, a translator specializing in simultaneous interpretation, participated in many international conferences. Responsiveness and precision are crucial during these events. Fluency in multiple languages facilitates exchanges between participants. Organizers trust them to ensure smooth communication.	ambiguous	gender-balanced
accountant	This accountant identified an error in a major client's accounting records and corrected the issue promptly. Their vigilance prevented costly penalties.	ambiguous	gender-balanced
operator	A construction machine operator follows technical plans to dig at precise locations specified by engineers.	ambiguous	male-stereotyped
joiner	This joiner designs interior layouts to optimize space in homes. Materials are selected for their durability and aesthetics. Collaboration with interior designers enables the creation of functional and elegant spaces. Homeowners can rely on her to turn their ideas into reality.	unambiguous_female	male-stereotyped
assistant	This pharmacy assistant advised a customer on over-the-counter medication to relieve mild pain. Her expertise was appreciated.	unambiguous_female	female-stereotyped
housekeeper	This housekeeper  coordinated the organization of an important event at the residence, ensuring every detail was perfect. Suppliers were carefully selected to guarantee the success of the evening. The budget was managed with rigor. The owners expressed their gratitude for her exceptional work.	unambiguous_female	female-stereotyped
surgeon	The surgeon participated in a humanitarian mission to operate on patients in remote areas. He demonstrated great adaptability.	unambiguous_male	male-stereotyped
carpenter	The carpenter built a wooden frame for a mountain chalet. Her precise calculations ensured optimal resistance to bad weather.	unambiguous_female	male-stereotyped
childminder	A childminder comforted a crying child by offering them a game. Thanks to their approach, the child calmed down quickly.	ambiguous	female-stereotyped
joiner	This joiner cuts panels for a built-in wardrobe in a kitchen. They adjust each part to maximize the available space.	ambiguous	male-stereotyped
assistant	A nursing assistant provides essential support to patients by helping them with daily activities. Monitoring health status and reporting changes are important tasks. Teamwork with nurses and doctors ensures comprehensive care. She contributes to the comfort and well-being of patients.	unambiguous_female	female-stereotyped
electromechanic	This electromechanic installs new equipment in industrial facilities. Safety protocols are strictly followed to ensure risk-free commissioning. Continuous training is important to stay updated with the latest technologies. Technical teams trust them for their professionalism.	ambiguous	male-stereotyped
cashier	The cashier is appreciated for their friendliness toward customers.	ambiguous	female-stereotyped
lawyer	A lawyer advises clients on complex legal matters. Laws and regulations are analyzed to offer the best possible solutions. Representing clients in court is also part of their responsibilities. Clients trust them to defend their interests with determination.	ambiguous	gender-balanced
driver	The bus driver prepared his vehicle before starting the first route of the day. He ensured everything was in order.	unambiguous_male	male-stereotyped
caregiver	Sasha is a caregiver, and they have been praised by families for their valuable support.	ambiguous	female-stereotyped
cashier	This cashier works in a busy supermarket, where fast client turnover at the cash register is crucial. Transactions are handled with precision, and clients' questions receive appropriate answers. Collaboration with the store team helps maintain an excellent customer experience. Clients trust him for efficient service.	unambiguous_male	female-stereotyped
operator	Harper has been trained as a construction machine operator. Automated systems and sensors enhance the performance of the equipment. Regular maintenance of machines is also part of his responsibilities. He contributes to the efficiency and safety of operations on-site.	unambiguous_male	male-stereotyped
server	An experienced server will soon join the team of a trendy new café. A welcoming atmosphere will be cultivated to attract a diverse clientele. Managing reservations and special events will be part of his responsibilities. Customers will trust him for impeccable service.	unambiguous_male	gender-balanced
attendant	This flight attendant works for an international airline, traveling the world to serve passengers. Proficiency in multiple languages facilitates communication with travelers of different nationalities. Maintaining a positive attitude despite time zone differences is essential. She contributes to making every journey enjoyable.	unambiguous_female	female-stereotyped
assistant	The nursing assistant ensured that a patient received meals adapted to their dietary needs. Their attention to detail prevented complications.	ambiguous	female-stereotyped
teacher	Next semester, a teacher will organize a robotics club for high school students. Hands-on projects will allow them to apply theoretical concepts. Participating in competitions will foster teamwork and creativity. Students will be grateful for their unique learning opportunity.	ambiguous	gender-balanced
secretary	A secretary sorts incoming mail each morning and distributes it to the relevant departments to ensure prompt handling of requests.	ambiguous	female-stereotyped
manager	This project manager represented their organization during a roundtable on the environment. They impressed the audience with their expertise.	ambiguous	gender-balanced
worker	The social worker supports individuals and families facing difficulties. By assessing needs and directing them to appropriate resources, a positive impact is created in the community. Collaboration with other professionals enables comprehensive care. Those helped can count on her for empathetic support.	unambiguous_female	female-stereotyped
officer	A police officer questioned witnesses to clarify the circumstances of an incident. His precise questions allowed crucial information to be gathered.	unambiguous_male	male-stereotyped
engineer	This engineer is preparing a detailed report on the technical performance of an ongoing project. They are always very efficient at this task.	ambiguous	male-stereotyped
accountant	An accountant manages business finances by maintaining up-to-date accounting records. Tax returns are carefully prepared to ensure compliance with laws. Financial analyses assist executives in making informed decisions. Thanks to their expertise, companies optimize their economic performance.	ambiguous	gender-balanced
joiner	A joiner adjusts boards to build a modular shelf. Each piece must be perfectly cut to fit seamlessly.	ambiguous	male-stereotyped
doctor	The pharmacist was praised by a doctor for her accurate recommendations.	unambiguous_female	female-stereotyped
nurse	This nurse took the time to prepare medications and check dosages before distributing them to patients despite the limited time. Her organization prevented errors.	unambiguous_female	female-stereotyped
mechanic	A mechanic works in a garage dedicated to electric vehicles. Skills in electronics are essential for this type of work. Continuous training keeps them updated with the latest innovations. They contribute to the transition toward more sustainable modes of transportation.	ambiguous	male-stereotyped
engineer	An engineer develops innovative solutions to solve complex technical problems. Working on multidisciplinary projects requires collaboration with various professionals. Mastery of modeling and simulation tools is necessary in this role. Companies benefit from her expertise to improve their products and services.	unambiguous_female	male-stereotyped
buyer	The buyer works with internal teams to plan procurement needs.	ambiguous	gender-balanced
lawyer	A lawyer won a complex case thanks to her impactful strategy. She was praised by her colleagues.	unambiguous_female	gender-balanced
officer	This police officer has investigated complex cases to solve serious crimes. Collecting and analyzing evidence required great diligence. Justice benefited from his work to prosecute offenders. Thanks to his dedication, society's safety has been improved.	unambiguous_male	male-stereotyped
worker	This social worker is known for his dedication to the families he supports.	unambiguous_male	female-stereotyped
upholsterer	The upholsterer collaborated with a designer to cover office walls with acoustic fabric. She ensured impeccable installation for a professional result.	unambiguous_female	male-stereotyped
joiner	A joiner made a custom bookshelf for a demanding client. He used solid oak and added elegant finishes. The family was impressed by the quality of his work.	unambiguous_male	male-stereotyped
worker	A social worker often works with associations to find suitable solutions.	ambiguous	female-stereotyped
surgeon	The nurse assisted a surgeon during a delicate procedure. Her support contributed to the success of the operation.	unambiguous_female	female-stereotyped
driver	A school bus driver ensures the safety of children during their daily commutes. Safe driving rules are strictly followed. Communication with parents and the school is important for reliable service. He is attentive to the needs of young passengers.	unambiguous_male	male-stereotyped
worker	An experienced childcare worker works in neonatology with premature newborns. Specialized care and constant attention are essential for these fragile patients. Collaboration with the medical team ensures monitoring each child's progress. His dedication is appreciated by colleagues and families.	unambiguous_male	female-stereotyped
upholsterer	The upholsterer worked on restoring historical pieces for museums. Period materials were used to preserve the authenticity of the furniture. Research into old methods was part of the process. Conservators trusted him for his expertise.	unambiguous_male	male-stereotyped
driver	A bus driver took a well-deserved break after completing his morning route.	unambiguous_male	male-stereotyped
